Publisher;Publisher_Std
Magyar Műv. Akadémia Alapítv.;magyar muv akademia alapitv
Génius Kiadás;genius kiadas
Magyar Hivatalos Közlönykiadó;magyar hivatalos kozlonykiado
Landra Kft.;landra kft
MOL Rt.;mol rt
Gramy;gramy
Schlesinger József Könyvker.;schlesinger jozsef konyvker
Tiszatáji Magvető;tiszataji magveto
Aldina Könyvker. És Kiadó;aldina konyvker es kiado
Brunnen verlag;brunnen verlag
Maxi-Tusquets;maxitusquets
Tábor-Kiadás;taborkiadas
Prague;prague
Rome;rome
Louvain;louvain
Les Éditions Ouvriéres;les editions ouvrieres
Éditions Du Centurion;editions du centurion
éditions du cerf;editions du cerf
Kyrios Kiadó;kyrios kiado
Verlag Katolisches Bibelwerk;verlag katolisches bibelwerk
Éditions Fleurus;editions fleurus
Duna International;duna international
Viviankon-2000 Kft.;viviankon2000 kft
Molden Edition;molden edition
Westermann;westermann
Ricordi;ricordi
Oeniponte;oeniponte
Solaris Kft.;solaris kft
Közlekedési főfelügyelet;kozlekedesi fofelugyelet
Lion Publishing;lion publishing
Kazinczy Ferenc Gimnázium;kazinczy ferenc gimnazium
Panther Kiadó;panther kiado
Képcsarnok;kepcsarnok
George G. Harrap & Co Ltd.;george g harrap  co ltd
LAF Kft.;laf kft
Lincolns-Prager Publishers;lincolnsprager publishers
Útmutató Kiadó;utmutato kiado
Alkoholizmus Elleni Bizottság;alkoholizmus elleni bizottsag
Széchenyi Rt.;szechenyi rt
NIMRÓD FÜZETEK;nimrod fuzetek
Edizione Mondolibri;edizione mondolibri
Mandarin Paperbacks;mandarin paperbacks
LKD;lkd
Athenäeum Verlag;athenaeum verlag
Tuttle;tuttle
Johannes Verlag;johannes verlag
Magyar Mercurius;magyar mercurius
Integra-Projekt Kft.;integraprojekt kft
Betűmetsző Kiadó;betumetszo kiado
Lady's Kiadó;ladys kiado
Dél-dunántúli Gázszolgáltató Rt.;deldunantuli gazszolgaltato rt
CANDLEWICK;candlewick
Népszava Könyvkiadó;nepszava konyvkiado
Atlas Verlag;atlas verlag
Pannon Lapok Társasága;pannon lapok tarsasaga
Wodianer F.;wodianer f
Librairie Generale Francaise;librairie generale francaise
Benda Foto;benda foto
Macmillan-Heinemann;macmillanheinemann
Wilhelm Zimmermann;wilhelm zimmermann
Gömör-Kishonti Múzeum Egyesület;gomorkishonti muzeum egyesulet
Ex Libris Verlag;ex libris verlag
DIOGENES KIADÓ;diogenes kiado
Plon;plon
BM Tűz- és Polgári Védelmi O.P;bm tuz es polgari vedelmi op
ALIANZA;alianza
Booket;booket
Editorial Planeta;editorial planeta
Catedra;catedra
Geddes & Grosset;geddes  grosset
Pannonia Kiadás;pannonia kiadas
METHUEN;methuen
Életünk Könyvek;eletunk konyvek
Catholic Publishing Company;catholic publishing company
Konrad Adenauer Alapítvány;konrad adenauer alapitvany
Dunatáj Kiadó Kft.;dunataj kiado kft
Vörös Csillag Traktorgyár;voros csillag traktorgyar
Chess Press Bt.;chess press bt
The Reprint Society;the reprint society
Szlovákiai Szépirodalmi Kiadó;szlovakiai szepirodalmi kiado
Horgos;horgos
F&F International Kiadó;ff international kiado
Onyx Books;onyx books
Thorma János Múzeum;thorma janos muzeum
L'Harmattan;lharmattan
Arcade;arcade
Desclée;desclee
Humboldt-Taschenbuchverlag;humboldttaschenbuchverlag
Fides;fides
Sárospataki Irodalmi Kör;sarospataki irodalmi kor
MAGYAR ÚJSÁGÍRÓK ORSZ. SZÖV.;magyar ujsagirok orsz szov
Xenos;xenos
Interseas Editions;interseas editions
Christian Verlag;christian verlag
Watchtower Bible and Tract Soc;watchtower bible and tract soc
Gondrom Verlag;gondrom verlag
SHAMBALA;shambala
Phoebus;phoebus
Éditions France-Empire;editions franceempire
Ferdinand Hirt in Breslau;ferdinand hirt in breslau
New Delhi;new delhi
Verlag Von Wilhelm Knapp;verlag von wilhelm knapp
MAGYAR KÖNYVKLUB ZRT.;magyar konyvklub zrt
Kenkyusha;kenkyusha
Lélek És Élet Alapítvány;lelek es elet alapitvany
Chambers;chambers
Villon Books Kiadó Kft.;villon books kiado kft
MangaFan Kiadó;mangafan kiado
VSP Kiadó;vsp kiado
Szentgotthárd Nagyközség Tan.;szentgotthard nagykozseg tan
Híd;hid
Ictus;ictus
Brunner Blatt Kft.;brunner blatt kft
HarperSanFrancisco;harpersanfrancisco
Conari Press;conari press
Endrei Könyvek Kiadó;endrei konyvek kiado
CAMPBELL;campbell
Szociáldemokrata Párt;szocialdemokrata part
Little Brown;little brown
A&C Black;ac black
Editura Academiei Rep.Pop.Rom.;editura academiei reppoprom
Bakhall;bakhall
Knowledge Publications;knowledge publications
Berenkamp;berenkamp
Sygnatura;sygnatura
Matáv;matav
Benkő Gyula Könyvkiadóhivatala;benko gyula konyvkiadohivatala
N.W. Damm & Son;nw damm  son
Kompass;kompass
Publikon Kiadó;publikon kiado
Magyar testvéri börtöntársaság;magyar testveri bortontarsasag
Studio;studio
Disney Press;disney press
Esély Kiadó És Keresk. Kft.;esely kiado es keresk kft
TOTEM KÖNYVKIADÓ;totem konyvkiado
Jánosi László;janosi laszlo
Luchterhand Verlag;luchterhand verlag
Horizont Média Műhely;horizont media muhely
Heron Books;heron books
Citadel Press Book;citadel press book
Nótárius Könyvkiadó GMK;notarius konyvkiado gmk
Tekintet;tekintet
Hodder & Stoughton Ltd;hodder  stoughton ltd
Hudozsesztvennaja Literatura;hudozsesztvennaja literatura
Francke Verlag;francke verlag
SCHUBERT;schubert
Nebraska;nebraska
TAJ BOOKS;taj books
ONLINEPRINT KFT;onlineprint kft
Economix;economix
Agrármarketing Centrum;agrarmarketing centrum
Forum Könyvkiadó Intézet;forum konyvkiado intezet
Droemersche Verlagsantalt;droemersche verlagsantalt
Découvertes Gallimard;decouvertes gallimard
História;historia
Mladinska Knjiga;mladinska knjiga
Praxis Kiadói Bt.;praxis kiadoi bt
CREO Kft.;creo kft
Osborne (MCGR);osborne mcgr
Quirk Books;quirk books
Éditions Aimery Somogy;editions aimery somogy
Kornétás Kiadó Kft;kornetas kiado kft
Lingua Kiadás;lingua kiadas
Borsod-Abaúj-Zemplén M. Tanács;borsodabaujzemplen m tanacs
Státus Kiadó;status kiado
Allen & Unwin;allen  unwin
Kunsthaus Lempertz;kunsthaus lempertz
Bács-Kiskun Megyei Keresk. és Ipark;bacskiskun megyei keresk es ipark
Quiller Press;quiller press
Julius Hoffmann Verlag;julius hoffmann verlag
Urbis;urbis
Little Tigger Press;little tigger press
Points;points
Fasa Corporation;fasa corporation
Instituto Cervantes;instituto cervantes
Eggenberger J. És Fia;eggenberger j es fia
Tótfalusi Tannyomda;totfalusi tannyomda
International Business School;international business school
ZENEMÜKIADÓ;zenemukiado
Károlyi György Kő- és Könyvny.;karolyi gyorgy ko es konyvny
Scriptum Rt.;scriptum rt
Hawthorn Books;hawthorn books
Edizioni Harlequin Mondadori;edizioni harlequin mondadori
Edizioni Della Specola;edizioni della specola
Fotexnet Kft.;fotexnet kft
Inkvizítor Kiadó;inkvizitor kiado
Lál Kiadó;lal kiado
MTA Nyelvtudományi Intézet;mta nyelvtudomanyi intezet
Szendrő;szendro
Airlife;airlife
Foreign Languages Press;foreign languages press
Friedrich Ebert Alapítvány;friedrich ebert alapitvany
Paládi József;paladi jozsef
Rascher Verlag Zürich;rascher verlag zurich
Kiskunhalas;kiskunhalas
Junior;junior
ECW PRESS;ecw press
Józsa Béla Athenaeum;jozsa bela athenaeum
HACHETTE BOOK GROUP USA;hachette book group usa
Schnell & Steiner;schnell  steiner
Penguin Readers;penguin readers
Lapu Bt.;lapu bt
Sztrato Kft.;sztrato kft
Watts & Co.;watts  co
Nisbet & Co. Ltd.;nisbet  co ltd
Eyre & Spottiswoode;eyre  spottiswoode
Orvosi Evidencia Kft.;orvosi evidencia kft
Otto Reichl Verlag;otto reichl verlag
Verlag Julius Hoffmann;verlag julius hoffmann
Közlöny- és Lapkiadó;kozlony es lapkiado
The Art Institute of Chicago;the art institute of chicago
Salvat;salvat
ALFAGUARRA;alfaguarra
Magyar Mickiewicz Társaság;magyar mickiewicz tarsasag
Colombia;colombia
Patrocinium Kft.;patrocinium kft
Aranyhal Könyvkiadó;aranyhal konyvkiado
Kultura Kiadás;kultura kiadas
Verlag Hegyi & Társa;verlag hegyi  tarsa
Gödöllői Városi Múzeum;godolloi varosi muzeum
Herendi Porcelánmanufaktúra Zrt.;herendi porcelanmanufaktura zrt
Amphoto;amphoto
MCP;mcp
Egyházfórum Alapítvány;egyhazforum alapitvany
Caracas;caracas
Bernard Grasset;bernard grasset
Debreczen Királyi Város;debreczen kiralyi varos
Annely Juda Fine Art;annely juda fine art
Taizs József Könyvnyomdája;taizs jozsef konyvnyomdaja
STUDIUM KIADÁSA;studium kiadasa
Harenberg;harenberg
Deutscher Verlag;deutscher verlag
Nemzeti Ifjúságkutató Intézet;nemzeti ifjusagkutato intezet
Melantrich;melantrich
Marco Polo Bt.;marco polo bt
KIT Kft.;kit kft
Nimród Alapítvány;nimrod alapitvany
Herz János;herz janos
Kunsthalle Bielefeld;kunsthalle bielefeld
Gold Book Kiadó;gold book kiado
Raoul Wallenber Egyesület;raoul wallenber egyesulet
IFUA Horváth & Partners;ifua horvath  partners
Otto Müller Verlag;otto muller verlag
Wit Print Kft.;wit print kft
Spring Books;spring books
Guernica Editions;guernica editions
PERENNIAL;perennial
George G. Harrap & Co. Ltd.;george g harrap  co ltd
Verlag Für Kulturpolitik;verlag fur kulturpolitik
Semmelweis Ignác Alapítvány;semmelweis ignac alapitvany
Collins Dove;collins dove
Pharma Press Kft.;pharma press kft
Exit;exit
WeiserBooks;weiserbooks
TOP THAT PUBLISHING;top that publishing
Stúdium Könyvkiadó;studium konyvkiado
Kulturális Egyesületek Szöv.;kulturalis egyesuletek szov
MUOSZ;muosz
Német Népfőiskolai Szövetség;nemet nepfoiskolai szovetseg
Katalizátor Könyvkiadó;katalizator konyvkiado
Tokaj;tokaj
Pannon Nyomda;pannon nyomda
Zohar Publishing CO. Ltd.;zohar publishing co ltd
Dolinay Gyula Hírlap- és Könyv;dolinay gyula hirlap es konyv
Editions Hemma;editions hemma
Pannónia Könyvkiadó;pannonia konyvkiado
Alfred Scherz Verlag;alfred scherz verlag
Bosworth & Co.;bosworth  co
Bompiani;bompiani
Országos Gárdonyi Társaság;orszagos gardonyi tarsasag
Washington Square Press;washington square press
Arco Publishing Company;arco publishing company
Fabyen Kiadó;fabyen kiado
Bogárd És Vidéke Kiadó;bogard es videke kiado
Hungaronektár;hungaronektar
Loft Publications;loft publications
Top Card Kiadó;top card kiado
Cental Kft.;cental kft
Veszprém M. Tanács Idegenf. H.;veszprem m tanacs idegenf h
Baranya Megyei Idegenforg. H.;baranya megyei idegenforg h
Saitek Ltd.;saitek ltd
Rekord Kft.;rekord kft
Pauz Kiadó;pauz kiado
Építésügyi Tájékoztató Központ;epitesugyi tajekoztato kozpont
Westview Press;westview press
Hentschel Henrik Kiadóvállalat;hentschel henrik kiadovallalat
Ohio State University Press;ohio state university press
Velopress kiadó;velopress kiado
Württembergische Bibelanstalt;wurttembergische bibelanstalt
English Universities Press;english universities press
Mi Világunk;mi vilagunk
Ernest Benn;ernest benn
George Routledge & Sons;george routledge  sons
Grethlein & Co;grethlein  co
Templar;templar
Állami Nyomda Rt.;allami nyomda rt
Filum Kiadó;filum kiado
Kunstkreis Luzern;kunstkreis luzern
Heltai Gáspár Kft.;heltai gaspar kft
Kremayr & Scheriau;kremayr  scheriau
novum pro Kiadó;novum pro kiado
Plume Book;plume book
Harper Torchbooks;harper torchbooks
Putnam;putnam
Mahir Kiadó;mahir kiado
The Feminist Press;the feminist press
Hollóssy János Könyvnyomtató;hollossy janos konyvnyomtato
Kalász Kiadó;kalasz kiado
Debreceni Református Hittudományi E;debreceni reformatus hittudomanyi e
Bonacci Editore;bonacci editore
Universitetsforlaget;universitetsforlaget
Time Warner Books UK;time warner books uk
ELTE-Újkori Magyar Tört.Tansz.;elteujkori magyar torttansz
Schlesinger;schlesinger
Berlitz Publishing;berlitz publishing
Országos Gyógyszerészeti Int.;orszagos gyogyszereszeti int
OOK-Press Kft.;ookpress kft
Tiara Rt.;tiara rt
Kegan Paul;kegan paul
Markon kft;markon kft
D & D GMK;d  d gmk
Nádszál Könyvek;nadszal konyvek
Változó Világ;valtozo vilag
Norbi.hu Kft.;norbihu kft
Kapuvár Város Tanácsa;kapuvar varos tanacsa
Picus Verlag;picus verlag
Euromédia Bt.;euromedia bt
Scholars press;scholars press
Brigham Young University Press;brigham young university press
Fővárosi Ruszin Kisebb.Önkorm.;fovarosi ruszin kisebbonkorm
Grafo-Magyar Könyvklub;grafomagyar konyvklub
Thália Műintézet R.-T.;thalia muintezet rt
Dunántúl Könyvkiadó És Nyomda;dunantul konyvkiado es nyomda
Vay Ádám Múzeum Baráti Köre;vay adam muzeum barati kore
Lector Kiadó;lector kiado
NEW LINE BOOKS;new line books
Kreuz Verlag;kreuz verlag
Berzsenyi Dániel Irod. Társ.;berzsenyi daniel irod tars
HORNYÁNSZKI VIKTOR;hornyanszki viktor
KISZORG;kiszorg
Nágel Ottó Bizománya;nagel otto bizomanya
Trifer;trifer
Mezőhegyes;mezohegyes
Pro Educatione;pro educatione
Táton;taton
Paginarum Kiadó;paginarum kiado
Intera Könyvkiadó;intera konyvkiado
Transport Média;transport media
Levéltárak Országos Központja;leveltarak orszagos kozpontja
Társadalomtudományi Intézet;tarsadalomtudomanyi intezet
Hermes House;hermes house
Óceán Kft.;ocean kft
Osveta;osveta
Volckmar Frigyes;volckmar frigyes
Cornell University Press;cornell university press
Fapadoskönyv Kiadó;fapadoskonyv kiado
Designtrend Kiadói és Szolgáltató Kft.;designtrend kiadoi es szolgaltato kft
MacMillan Education;macmillan education
K.M. Természettud. Társaság;km termeszettud tarsasag
Scientia Kiadó;scientia kiado
Balassagyarmat Város Tanácsa;balassagyarmat varos tanacsa
United States Gov. Printing O.;united states gov printing o
Donald I. Fine Books;donald i fine books
Lisboa;lisboa
Baronet Books;baronet books
Selmeczbánya;selmeczbanya
Budapest Főváros;budapest fovaros
Masszi Kiadó;masszi kiado
Lipsiae;lipsiae
Minerva Rt.;minerva rt
Zsigmond Király Főiskola;zsigmond kiraly foiskola
A Fordító Kiadása;a fordito kiadasa
Granada Publishing;granada publishing
Mayflower Books;mayflower books
Prosveshcheniye;prosveshcheniye
Szentföld Magyarországi B.H.;szentfold magyarorszagi bh
Németh József Könyvkereskedése;nemeth jozsef konyvkereskedese
Uj Idők Irodalmi Intézet;uj idok irodalmi intezet
GTE Műszaki Szolgáltató Iroda;gte muszaki szolgaltato iroda
Est Lapkiadó Részvénytársaság;est lapkiado reszvenytarsasag
T. Biró M. kiadása;t biro m kiadasa
Insel Verlag;insel verlag
Egyetemi Műhely Kiadó;egyetemi muhely kiado
Benziger Verlag;benziger verlag
Deutsche Bibliothek;deutsche bibliothek
Totál Kft.;total kft
Komárno;komarno
Elek book;elek book
Madártani Intézet;madartani intezet
Karl Storz GmbH;karl storz gmbh
Harper And Row;harper and row
Stampfel Könyvkiadó;stampfel konyvkiado
Bicske;bicske
Sauervein Géza;sauervein geza
MTA Irodalomtudományi Intézete;mta irodalomtudomanyi intezete
Unwin Books;unwin books
Históriaantik Könyvesház Kiadó;historiaantik konyveshaz kiado
Carocci Editore;carocci editore
Éditions Stock;editions stock
Greening & Co.;greening  co
ELTE BTK TÁRGYI NÉPRAJZI TANSZ;elte btk targyi neprajzi tansz
Pen Könyvkereskedés Főbizomány;pen konyvkereskedes fobizomany
Editorial Arte y Literatura;editorial arte y literatura
BME Vegyészmérnöki Kara;bme vegyeszmernoki kara
MODERN LIBRARY;modern library
Orion Publishing Group;orion publishing group
Sceptre;sceptre
Texas Tech University;texas tech university
Horváth és Fellner Kft.;horvath es fellner kft
Roh Könyvkiadó;roh konyvkiado
T. Werner Laurie Ltd.;t werner laurie ltd
Touring Club Italiano;touring club italiano
Hungalibri Kiadó;hungalibri kiado
Orbis Publishing;orbis publishing
The Metropolitan Museum Of Art;the metropolitan museum of art
Aurora Publishers;aurora publishers
MAGYAR KER. KÖZLÖNY KIADÁS;magyar ker kozlony kiadas
Turul Kiadás;turul kiadas
Propaganda Kiadó;propaganda kiado
Pannon Kiadó Kft.;pannon kiado kft
Reálszisztéma Dabasi Nyomda;realszisztema dabasi nyomda
The Continental Book Company;the continental book company
Hungaria Sport;hungaria sport
Fráter és Tsa Könyvnyomdája;frater es tsa konyvnyomdaja
Chair & Man Kiadó;chair  man kiado
Diamond Books;diamond books
Mentor Books;mentor books
Verlegt Bei Eugen Diederichs;verlegt bei eugen diederichs
CEDIT Kft.;cedit kft
Magyar Nemzeti Múzeum Könyvtár;magyar nemzeti muzeum konyvtar
Stádium Könyvkiadó;stadium konyvkiado
Független Kisgazda Párt;fuggetlen kisgazda part
Long Haul Press;long haul press
Time Incorporated;time incorporated
Túrkeve;turkeve
Tisza Gyula Könyvnyomdája;tisza gyula konyvnyomdaja
PALATINUS;palatinus
HungáriaSport Reklám és Mark.;hungariasport reklam es mark
Makrovilág Könyvkiadó;makrovilag konyvkiado
Ameko Kiadó;ameko kiado
Szegedi Tömörkény I. Gimnázium;szegedi tomorkeny i gimnazium
Auróra Art Publishers;aurora art publishers
Trio Budapest Kiadó;trio budapest kiado
Pedellus Novitas Kft;pedellus novitas kft
Magyar Képek;magyar kepek
Flame;flame
Danubia Könyvkiadó;danubia konyvkiado
DIMENZIÓ Egészségpénztár;dimenzio egeszsegpenztar
Magus Design Stúdió;magus design studio
UNIVERSITY OF MINNESOTA PRESS;university of minnesota press
Aranyeső Könyvkiadó;aranyeso konyvkiado
Somody Kiadás;somody kiadas
Saxum Kft.;saxum kft
MTI Kiadó;mti kiado
Egri Jogakadémiai Kör;egri jogakademiai kor
Gold-Press Kiadói Kft.;goldpress kiadoi kft
VINTAGE UK;vintage uk
Bayerische Landwirtschaftsverl;bayerische landwirtschaftsverl
Ciceró;cicero
Mérleg;merleg
JNR Publishing;jnr publishing
Articity Kiadó és Média Kft.;articity kiado es media kft
Articity Kiadó és Média Kft;articity kiado es media kft
Hermész Média Kft.;hermesz media kft
Arizona Highways;arizona highways
Új Magyarország RT.;uj magyarorszag rt
Hungaropress;hungaropress
HUNGAROPRESS SAJTÓTERJESZTŐ KFT.;hungaropress sajtoterjeszto kft
Castrum Könyvkiadó;castrum konyvkiado
Vinton kiadó kft.;vinton kiado kft
M & C Kft.;m  c kft
Jogi Hírlap Kiadása;jogi hirlap kiadasa
Világosság;vilagossag
WARNE;warne
Forum Lap- és Könyvkiadó;forum lap es konyvkiado
British Broadcasting Corp.;british broadcasting corp
Hungária Lloyd Lapkiadó V. R.T;hungaria lloyd lapkiado v rt
Novorg Kft.;novorg kft
KOMP-PRESS;komppress
Neue Schweizer Bibliothek;neue schweizer bibliothek
EQUINTER KIADÓ;equinter kiado
Korvin Testvérek;korvin testverek
Tiszavasvári;tiszavasvari
DREAMWORKS;dreamworks
Somogy megyei nyomda;somogy megyei nyomda
M. Kir. Állami Térképező Int.;m kir allami terkepezo int
Balassi Bálint Intézet;balassi balint intezet
SEVEN STORIES PRESS;seven stories press
Constable & Co. Ltd.;constable  co ltd
Henry Regnery Company;henry regnery company
Mocsári Erika;mocsari erika
Russian Language Publishers;russian language publishers
Sir Isaac Pitman & Sons;sir isaac pitman  sons
Péli és Társa Bt.;peli es tarsa bt
Magyar Intézet;magyar intezet
Herder & Co. GmbH;herder  co gmbh
Kapuvár;kapuvar
Liliput könyvkiadó;liliput konyvkiado
VOLT Produkció Kft.;volt produkcio kft
Windom Kiadó;windom kiado
Szent Maximiliam Lap- és Könyv;szent maximiliam lap es konyv
Scholastic Book Services;scholastic book services
Scribner;scribner
Uj Hang Könyvkiadó Vállalat;uj hang konyvkiado vallalat
Lagenscheidt KG;lagenscheidt kg
Simon Pulse;simon pulse
Magyar Elektronikai Egyesület;magyar elektronikai egyesulet
Akasztó;akaszto
Allen Lane;allen lane
Virtuóz Kiadó;virtuoz kiado
Marfa-Mediterrán Kiadó;marfamediterran kiado
Europäische Verlagsanstalt;europaische verlagsanstalt
Hunga-Coord Kiadó;hungacoord kiado
Cesam Hungary;cesam hungary
R. Piper & Co.;r piper  co
Saddleback Educational;saddleback educational
Esély Könyvklub;esely konyvklub
GyuRó Art-Press;gyuro artpress
Foulsham;foulsham
Bookmaker kiadó;bookmaker kiado
Schweizer Verlagshaus;schweizer verlagshaus
Edition Temmen;edition temmen
Uránia könyvkiadó Vállalat;urania konyvkiado vallalat
India Book Distributors;india book distributors
Debreceni Szemle;debreceni szemle
Könyvnyomdászok szakköre;konyvnyomdaszok szakkore
Akadémiai-Medicina;akademiaimedicina
Gábor Dénes Műszaki Főiskola;gabor denes muszaki foiskola
Bechtle Verlag;bechtle verlag
Leadership;leadership
Librairie Armand Colin;librairie armand colin
Unio Kkv Kiadó;unio kkv kiado
VOA Special English;voa special english
Szakács Gábor Kiadása;szakacs gabor kiadasa
magyar krónika;magyar kronika
Folkmagazin;folkmagazin
Kurt Wolff Verlag;kurt wolff verlag
Mécses Kiadó;mecses kiado
Trader Bt.;trader bt
Kogart-Polgart;kogartpolgart
Viva La Musica Bt.;viva la musica bt
Orient Press;orient press
Éditions Robert Laffont;editions robert laffont
MKB;mkb
Horizont Verlag;horizont verlag
Korrekt Kft.;korrekt kft
Verlag Von Johann Ambr. Barth;verlag von johann ambr barth
Mikes Kiadó;mikes kiado
Partvonal Kiadó;partvonal kiado
OXFORD WORLD CLASSICS;oxford world classics
National Home Library Found.;national home library found
Allgemeine Verlagsanstalt;allgemeine verlagsanstalt
London And Glasgow;london and glasgow
Nesztor;nesztor
MSZMP Somogy megyei bizottsága;mszmp somogy megyei bizottsaga
Széchenyi Könyvkiadó;szechenyi konyvkiado
Magyar Gyógyszerész Kiadása;magyar gyogyszeresz kiadasa
Keraban Kiadó;keraban kiado
A-Z Kiadó;az kiado
Veb Georg Thieme;veb georg thieme
Magyar-Finn Társaság;magyarfinn tarsasag
Szentendrei Könyvklub;szentendrei konyvklub
John Murray;john murray
Pinnacle Books;pinnacle books
Whittlesey House;whittlesey house
Wilhelm Andermann Verlag;wilhelm andermann verlag
Greger-Biográf Kiadó;gregerbiograf kiado
Korunk Szerkesztősége;korunk szerkesztosege
Mefhosz Könyvkiadó;mefhosz konyvkiado
Kossuth-Kárpáti Könyvkiadó;kossuthkarpati konyvkiado
HarperTorch;harpertorch
The Belknap Press;the belknap press
Adams Kft.;adams kft
Magyar Piarista Tart. Főnöks.;magyar piarista tart fonoks
Macmillan Children's Books;macmillan childrens books
Ewha Womans University Press;ewha womans university press
Kápolnásnyék;kapolnasnyek
MSzMP KB Párttört. Int.;mszmp kb parttort int
Badacsonytomaj;badacsonytomaj
Apple Press;apple press
Budae;budae
Golding Reklámajánék Kft.;golding reklamajanek kft
Aurum;aurum
Katalizátor Iroda;katalizator iroda
Tankönyvmester Kiadó;tankonyvmester kiado
Darmstadt;darmstadt
Magyar Ruszisztikai Intézet;magyar ruszisztikai intezet
Lexika tankönyvkiadó;lexika tankonyvkiado
Shere Books Limited;shere books limited
Overseas Editions;overseas editions
Kazinczy Kiadó;kazinczy kiado
Egyházmegyei Hivatal;egyhazmegyei hivatal
FIRE FACE KFT.;fire face kft
HM HADTÖRTÉNETI INTÉZET ÉS MÚZEUM;hm hadtorteneti intezet es muzeum
Sigloch Edition;sigloch edition
Kodály Intézet;kodaly intezet
Progressz Kiadó;progressz kiado
Manager Könyvkiadó és Könyvkereskedő Kft.;manager konyvkiado es konyvkereskedo kft
Unió Lap- és Könyvkiadó Kft.;unio lap es konyvkiado kft
Tevan-Kiadás;tevankiadas
Móricz Zsigmond Városi Könyvtár;moricz zsigmond varosi konyvtar
Better Kiadó;better kiado
L'Age D'Homme;lage dhomme
Múzsák Kiadó;muzsak kiado
Hors Editions;hors editions
Veb Verlag E.A. Seemann;veb verlag ea seemann
Readers International/Hungary/;readers internationalhungary
Magyar Szövetkezeti Liga;magyar szovetkezeti liga
ELTE Bölcsészettudományi Kar;elte bolcseszettudomanyi kar
Green Hungary Kiadó;green hungary kiado
ELTE BTK Folklore Tanszék;elte btk folklore tanszek
Evangélikus Sajtóosztály;evangelikus sajtoosztaly
Charles C. Thomas Publisher;charles c thomas publisher
Távlatok-Korda Kiadó;tavlatokkorda kiado
Albert Morancé;albert morance
Philip Lee Warner;philip lee warner
T-Mart Press Kft.;tmart press kft
Népszerű Zsidó Könyvtár;nepszeru zsido konyvtar
Fleuve Noir;fleuve noir
ENAMIKÉ;enamike
London Publishing Company;london publishing company
Leo S. Olschki Editore;leo s olschki editore
Oxonii;oxonii
Axel Springer Kiadói Kft.;axel springer kiadoi kft
Kohlhammer;kohlhammer
HL Stúdió;hl studio
Jász Múzeumért Alapítvány;jasz muzeumert alapitvany
Somogy megyei T. idegenforg. H;somogy megyei t idegenforg h
Electa-Helikon;electahelikon
Bradt Travel Guides;bradt travel guides
Velhagen & Klasing;velhagen  klasing
Gyulai Memorial Kft.;gyulai memorial kft
Hungária Könyvek;hungaria konyvek
Purnell And Sons;purnell and sons
Műszaki És Term.Tud. Szöv.Kam.;muszaki es termtud szovkam
Bookking International;bookking international
Delta Könyvkiadóvállalat;delta konyvkiadovallalat
A. Hartleben's Verlag;a hartlebens verlag
Librairie Hatier;librairie hatier
Ferencváros Önkormányzata;ferencvaros onkormanyzata
Grafika Nyomdavállalat;grafika nyomdavallalat
Europrospekt Kiadó;europrospekt kiado
Enciklopédia Kiadó;enciklopedia kiado
Atlantis;atlantis
Magyar Keresztény-Zsidó Tanács;magyar keresztenyzsido tanacs
C.E.T. Belvárosi Könyvkiadó;cet belvarosi konyvkiado
Politikatörténeti Intézet;politikatorteneti intezet
Apriori International Könyvkiadó;apriori international konyvkiado
Miramax Books;miramax books
Pro Die Kiadó Kft.;pro die kiado kft
Eklektikon Kiadó;eklektikon kiado
Európai Párbeszéd Alapítvány;europai parbeszed alapitvany
Magvető-Szépirodalmi Kkiadó;magvetoszepirodalmi kkiado
Göttingen;gottingen
Népi Iparművészeti Tanács;nepi iparmuveszeti tanacs
OK Kiadó;ok kiado
Unió Kiadó;unio kiado
Gazdász-Elasztik Kft.;gazdaszelasztik kft
Dunántúl Könyvkiadó és Ny. RT.;dunantul konyvkiado es ny rt
Tipografia Torinese Editrice;tipografia torinese editrice
Tandem;tandem
St. Martin's Minotaur;st martins minotaur
Edutech Kiadó;edutech kiado
Magyarországi Unitárius Egyh.;magyarorszagi unitarius egyh
Verlag Von Otto Spamer;verlag von otto spamer
Semmelweis Orvostud. Múzeum;semmelweis orvostud muzeum
Lions;lions
Nemzetközi Bankérképző Központ;nemzetkozi bankerkepzo kozpont
Ethnographical Institute HAS;ethnographical institute has
The Encyclop. Britannica Comp.;the encyclop britannica comp
Taylor Publ. Co.;taylor publ co
Rubicon-Könyvek;rubiconkonyvek
Magyar Irodalomtörténeti Társ.;magyar irodalomtorteneti tars
N.G. Elwert Verlag;ng elwert verlag
DIFUSIÓN - KLETT;difusion  klett
Eötvös Károly Megyei Könyvtár;eotvos karoly megyei konyvtar
Világóceán Kiadó;vilagocean kiado
MTA Filoz.Kutatóintézete;mta filozkutatointezete
Technikai Könyvkiadó;technikai konyvkiado
DENTAL PRESS KFT.;dental press kft
Magyar Tőzsdealapítvány;magyar tozsdealapitvany
Farkas László;farkas laszlo
Baranyai Alkotótelepek;baranyai alkototelepek
A Magyar Nyelv És Kultúra Társ;a magyar nyelv es kultura tars
MTA Világgazdasági Kutatóint.;mta vilaggazdasagi kutatoint
Országos Liszt Ferenc Társaság;orszagos liszt ferenc tarsasag
Relaxa Kft.;relaxa kft
Choral Kft.;choral kft
ABC Kiadás;abc kiadas
