Author;Author_Std
ESMAHAN AYKOL;esmahan aykol
EUGEN SERBANESCU;eugen serbanescu
ANDREI MILIN;andrei milin
ROXANA GHIATAU;roxana ghiatau
PAVEL TORNEA;pavel tornea
CHARLES R. MORRIS;charles r morris
DOROTHEE KOECHLIN DE BIZEMONT;dorothee koechlin de bizemont
DRAKE W.RAYMOND;drake wraymond
AZIZE ARSLAN;azize arslan
TRACY SIERRA;tracy sierra
VALERY ZAMULIN;valery zamulin
EVI CROTTI;evi crotti
TEA OBREHT;tea obreht
YOKO TAWADA;yoko tawada
ADRIANA DENISA MANEA;adriana denisa manea
RUPERT HOLMES;rupert holmes
EVELINA DELIA VADUVA;evelina delia vaduva
DAN TARANU;dan taranu
CONSTANTIN LOMACA;constantin lomaca
CARMEN FOCSA;carmen focsa
TATIANA TOLSTAIA;tatiana tolstaia
VERONICA STOICA;veronica stoica
PHILIP REEVE;philip reeve
HOWARD S. FRIEDMAN;howard s friedman
HELENA WILLIS;helena willis
CIPRIAN RAUL ROMITAN;ciprian raul romitan
A. STEPHANIE;a stephanie
MONICA STURZA;monica sturza
ADA SOFINETI;ada sofineti
NEVEN SESARDIC;neven sesardic
CONSTANTIN VLAD;constantin vlad
EMILIE LA BOISSIERE;emilie la boissiere
IAN F.W. BECKETT;ian fw beckett
ADINA UZUNU;adina uzunu
CALLUM ROBERTS;callum roberts
STEPHANIE ARCHER;stephanie archer
GRIGORESCU ADRIANA;grigorescu adriana
DENISA BODEANU;denisa bodeanu
NICOLAE COMAN;nicolae coman
JEANNE HERSCH;jeanne hersch
GARY PAULSEN;gary paulsen
MARINELA PORUMB;marinela porumb
ERICH BUBI HARTMANN;erich bubi hartmann
NORBERT PETROVICI;norbert petrovici
MARIANA STANESCU;mariana stanescu
ELBERT HUBBARD;elbert hubbard
VLADIMIR SOROKIN;vladimir sorokin
ALLA WAGNER;alla wagner
LIANA RADULESCU;liana radulescu
PETER ROBINSON;peter robinson
ANNA MCGREGOR;anna mcgregor
IOANA TIGANILA;ioana tiganila
ANCA STUPARU;anca stuparu
JENNIFER LANG;jennifer lang
LAURA VANDERKAM;laura vanderkam
LIVIU GROZA;liviu groza
ROSA NAVARRO DURAN;rosa navarro duran
CHERYL CASONE;cheryl casone
COSTEL DOBRE CHITES;costel dobre chites
RODICA DRAGHINCESCU;rodica draghincescu
PAM POLLACK;pam pollack
KEVIN BORDI;kevin bordi
LAURA MARIA LUPASCU;laura maria lupascu
GAIL HERMAN;gail herman
CHRISTOPH THEOBALD;christoph theobald
IOAN DIN KRONSTADT;ioan din kronstadt
MARIUS G. ROGOBETE;marius g rogobete
DANA OPRICA;dana oprica
KARL PRODINGER;karl prodinger
BELA BARTOK;bela bartok
KIDKIT;kidkit
SEAN SALAI S.J.;sean salai sj
ALEXANDRU CICIU;alexandru ciciu
DAN PRISACARU;dan prisacaru
LANEY SALISBURY;laney salisbury
LYMAN FRANK BAUM;lyman frank baum
KLAUS DODDS;klaus dodds
ROBERT SEETHALER;robert seethaler
MARIANO CHOLIZ MONTANES;mariano choliz montanes
LOUISE KENNEDY;louise kennedy
ALEXANDRA HUSTIU BIBIRE;alexandra hustiu bibire
DUMITRU GHEORGHE;dumitru gheorghe
MICHAEL CAINE;michael caine
SKYE ALEXANDER;skye alexander
MAGGIE O’FARELL;maggie ofarell
MONICA PATRICHE;monica patriche
SABINE BOHLMANN;sabine bohlmann
THEO ANGHEL;theo anghel
CLARA KUMAGAI;clara kumagai
JANA GRCEVICH;jana grcevich
ROBERT BLY;robert bly
GIDEON RACHMAN;gideon rachman
ALANNA COLLEN;alanna collen
FRANCOISE VERGES;francoise verges
SORIN HOSTIUC;sorin hostiuc
SIMONA LAIU;simona laiu
ANA COMAN;ana coman
HAYLEY BARRETT;hayley barrett
EUGENIA MARIA;eugenia maria
MOIRA BUTTERFIELD;moira butterfield
TARA WESTOVER;tara westover
LIZ MOORE;liz moore
RUDI BEISER;rudi beiser
ALOIS GHERGUT;alois ghergut
IULIA ROSU;iulia rosu
RADU COSASU;radu cosasu
JUNOT DIAZ;junot diaz
GUSTAV MEYRINK;gustav meyrink
LIVIU VOINEA;liviu voinea
FRANK VAN DE WINKEL;frank van de winkel
DRAGOS MOCANU;dragos mocanu
DAL AIVI;dal aivi
JONN MUMFORD;jonn mumford
JESSICA ORTNER;jessica ortner
IOANA CIOCAN;ioana ciocan
SIMONA ANTONESCU;simona antonescu
NORMAN MANEA;norman manea
EUGEN CRACIUN;eugen craciun
HELENA JANECZEK;helena janeczek
O'NEIL HEREGO;oneil herego
YUSRA MARDINI;yusra mardini
V.K. LEVITT;vk levitt
LEILA SANDRA M.;leila sandra m
CRISTINA GAVRILUTA;cristina gavriluta
DANIELA DUMITRU;daniela dumitru
TIM ELMORE;tim elmore
ALAN DERSHOWITZ;alan dershowitz
ANDREW LEAK;andrew leak
BLAISE LECLERC;blaise leclerc
EMANUELA HOTEA;emanuela hotea
MARIUS DAVID CRUCERU;marius david cruceru
TOMA DE AQUINO;toma de aquino
LAURA TAPPATA;laura tappata
CHARMAINE WILKERSON;charmaine wilkerson
LAUREN BEUKES;lauren beukes
GILLIAN FLYNN;gillian flynn
MILLIE MORTIMER;millie mortimer
JACK CANFIELD;jack canfield
PERSIDA RUGU;persida rugu
LINDA WOLFSGRUBER;linda wolfsgruber
SAVU POPA;savu popa
ADRIAN N. IONESCU;adrian n ionescu
JULIE BERRY;julie berry
AMALIA BRAESCU;amalia braescu
NATALIE HAYNES;natalie haynes
PEDRO GOMEZ CARRIZO;pedro gomez carrizo
SILVIU HUTANU;silviu hutanu
PATRICE VAN EERSEL;patrice van eersel
J.P. O'CONNELL;jp oconnell
SUSAN STIFFELMAN;susan stiffelman
LUPU C. KOSTAKI;lupu c kostaki
BARTOLOMEU ANANIA;bartolomeu anania
KATARINA MARINCIC;katarina marincic
JOHNNY GRUELLE;johnny gruelle
ELISE DE RIJCK;elise de rijck
JACK FAIRWEATHER;jack fairweather
CATHERINE LEPRONT;catherine lepront
OSWALD WIRTH;oswald wirth
CRISTIAN NICULCEA;cristian niculcea
ROBERT BRYNDZA;robert bryndza
PETER HELLIAR;peter helliar
AURELIA NEDELCU;aurelia nedelcu
EMANUELA GRAMA;emanuela grama
HELOISE JUNIER;heloise junier
NADINE DE ROTHSCHILD;nadine de rothschild
DAVID I. KERTZER;david i kertzer
FELICITY EVERETT;felicity everett
ISMAIL KADARE;ismail kadare
MIHAIL GALATANU;mihail galatanu
CONSTANTIN PARASCHIVESCU;constantin paraschivescu
DINAH JEFFERIES;dinah jefferies
DAVIDE CALI;davide cali
RALUCA ANTON;raluca anton
MARK JANSSEN;mark janssen
CONSTANTIN DUMITRACHE;constantin dumitrache
HANNELORE CAYRE;hannelore cayre
ERIK AXL SUND;erik axl sund
JEAN-ROBERT PITTE;jeanrobert pitte
STEFANIA MIHALACHE;stefania mihalache
CAMELIA BRINCOVEANU;camelia brincoveanu
PAUL HYMERS;paul hymers
PETRE RAILEANU;petre raileanu
YANN QUEFFELEC;yann queffelec
TREY GOWDY;trey gowdy
ANTONIO MOMOC;antonio momoc
EVA DROZDOWSKI;eva drozdowski
CAROL WATSON;carol watson
KAIRA;kaira
NIC STONE;nic stone
IOANA MIRON;ioana miron
MAGDALENA DUMITRANA;magdalena dumitrana
SMARANDA TUDORAN;smaranda tudoran
ELENA OTILIA PIRLEA;elena otilia pirlea
RALUCA MARIA GANCIU;raluca maria ganciu
VIOREL CACOVEANU;viorel cacoveanu
LAURA MARKHAM;laura markham
ERNST GUNTER;ernst gunter
BENT FLYVBJERG;bent flyvbjerg
GERRIT BRAND;gerrit brand
CRISTINA STANCU;cristina stancu
MARIA RESCIGNO;maria rescigno
ERIC SCHMIDT;eric schmidt
KAYE UMANSKY;kaye umansky
IULLIA IONITA;iullia ionita
WILLIAM S. BURROUGHS;william s burroughs
GABRIEL NICOLAE MIHAILA;gabriel nicolae mihaila
MARCO BALZANO;marco balzano
LORENA-ADRIANA IONICA;lorenaadriana ionica
LEONARD OPREA;leonard oprea
LISA THOMPSON;lisa thompson
I.O. MANDRU;io mandru
ELIF BATUMAN;elif batuman
MARC DUGAIN;marc dugain
CORVIN LUPU;corvin lupu
HEATHER TUCKER;heather tucker
LINCOLN CHILD;lincoln child
DAVID M. GUSS;david m guss
BURHAN SONMEZ;burhan sonmez
THOMAS H. OGDEN;thomas h ogden
MARIAN PAPAHAGI;marian papahagi
YUKIKO TANNO;yukiko tanno
RUEDIGER DAHLKE;ruediger dahlke
MARY BETH KEANE;mary beth keane
DIANA HENDRY;diana hendry
ROBERT JACKSON BENNET;robert jackson bennet
ZYGMUNT KRASINSKI;zygmunt krasinski
CERASELA HATIG;cerasela hatig
ANDREEA SAVULESCU;andreea savulescu
MARIA NILSSON THORE;maria nilsson thore
MARCEL SESERMAN;marcel seserman
PAOLO ALIVERTI;paolo aliverti
IANUARIE-RAUL IORDACHITA;ianuarieraul iordachita
MARY BALOGH;mary balogh
IULIAN POPA;iulian popa
FLORIAN BERCHET;florian berchet
ALEXANDRU DRAGOMIR;alexandru dragomir
JAQUES REGARD;jaques regard
GERNOT MINKE;gernot minke
BEN LERNER;ben lerner
GEORGE REMETE;george remete
MIHAIL VULPESCU;mihail vulpescu
CIPRIAN VIDICAN;ciprian vidican
CAMIL PETRESCU;camil petrescu
MOACYR SCLIAR;moacyr scliar
LUTZ SEILER;lutz seiler
CRISTEA CORINA;cristea corina
ROBERT LANZA;robert lanza
STEFAN ION GHILIMESCU;stefan ion ghilimescu
LAUREN ASHER;lauren asher
EVELINE BOUILLON;eveline bouillon
TOM ROBINSON;tom robinson
KATRYN HARKUP;katryn harkup
SILVIE MANOLE;silvie manole
RON FRIEDMAN;ron friedman
ULRIKA KESTERE;ulrika kestere
CRISTIAN FULAS;cristian fulas
ERIK H. ERIKSON;erik h erikson
CATALIN POPESCU;catalin popescu
FLORIN HAIDAMAC;florin haidamac
MALINA POP;malina pop
NICOLAI TAND;nicolai tand
MALIN STEHN;malin stehn
VERONICA GAVRIL;veronica gavril
GEORGE COLANG;george colang
CHRISTOS TSIOLKAS;christos tsiolkas
ANNE BARNS;anne barns
A.R. MARIAH;ar mariah
BETTANY HUGHES;bettany hughes
IOAN VISAN;ioan visan
ANCA MORARU;anca moraru
THUPTEN JINPA;thupten jinpa
CARMEN VALENTINOTTI;carmen valentinotti
E. S. REDMOND;e s redmond
ELIZABETH FENWICK;elizabeth fenwick
SUSAN VERDE;susan verde
SIMON URBAN;simon urban
ELENA BARBU;elena barbu
GIOVANNA FLETCHER;giovanna fletcher
AMEDEO VALBI;amedeo valbi
ALESSANDRA GEMES;alessandra gemes
WENDY WOOD;wendy wood
THEODOR MARTAS;theodor martas
LIVIU MACOVEI;liviu macovei
JANE GREEN;jane green
FRIEDRICH DURRENMATT;friedrich durrenmatt
HOREA POENAR;horea poenar
TIZIANA COTRUFO;tiziana cotrufo
CONSTANTIN IFTIME;constantin iftime
MO XIANG TONG XIU;mo xiang tong xiu
BOGDAN COSA;bogdan cosa
JANE O'REILLY;jane oreilly
OCTAVIAN SOFRONEA;octavian sofronea
SILVIA SILAEV MATEESCU;silvia silaev mateescu
CLAUDIA GUIU;claudia guiu
SALLY HEPWORTH;sally hepworth
TEODOR ARDELEAN;teodor ardelean
A. RANEUR;a raneur
HEINZ KOHUT;heinz kohut
EMILIE BEAUMONT;emilie beaumont
ALEXANDRU FUNIERU;alexandru funieru
LOREDANA CONSTANTIN;loredana constantin
ION STOICA;ion stoica
EMMA BECKER;emma becker
GUNTHER BLUMENTRITT;gunther blumentritt
BORA COSIC;bora cosic
TERRY PRATCHETT;terry pratchett
LAUREN MUNOZ;lauren munoz
GEORGE COMNINEL;george comninel
ELENA STICLEA;elena sticlea
VIOREL DIANU;viorel dianu
JASON FUNG;jason fung
CHARLES G. KOCH;charles g koch
ELLE MCNICOLL;elle mcnicoll
MATTEO SCARPA;matteo scarpa
PIOTR GRUSZCZYNSKI;piotr gruszczynski
FRANK BRUNI;frank bruni
CHANDLER BAKER;chandler baker
ADRIENNE CELT;adrienne celt
DANA MANOLI;dana manoli
FLORIN SINDRILARU;florin sindrilaru
ANNIE DUKE;annie duke
CRISTIAN MITRACHE;cristian mitrache
KEN KEYES;ken keyes
JONATHAN FREEDLAND;jonathan freedland
CECILIA;cecilia
CLAUDIA CRISAN;claudia crisan
DEAN A. HAYCOCK;dean a haycock
AHMED ABU AL-GHEIT;ahmed abu algheit
EVA DAX;eva dax
RICHARD TEMPLAR;richard templar
BOGDAN BUNECI;bogdan buneci
RAMONA FURTUNA;ramona furtuna
KATHARINA VON DER GATHEN;katharina von der gathen
MIRCEA DAMASCHIN;mircea damaschin
SARAH PROUT;sarah prout
JEAN CRAIGHEAD GEORGE;jean craighead george
JOHN HART;john hart
CLAIRE NORTH;claire north
MARIE DE HENNEZEL;marie de hennezel
MARTIN CAPARROS;martin caparros
NATASHA FARRANT;natasha farrant
MICHELLE HOPE;michelle hope
BARUCH SPINOZA;baruch spinoza
L.M. MONTGOMERY;lm montgomery
STEVEN MARAS;steven maras
BOB ROTELLA;bob rotella
SEPTIMIU PAN;septimiu pan
NICOLAS DE CONDORCET;nicolas de condorcet
ZVETLANA PREOTEASA;zvetlana preoteasa
CARL FRODE TILLER;carl frode tiller
GREG LUKIANOFF;greg lukianoff
VLAD MOCANU;vlad mocanu
DELIA C. ZORZOLIU;delia c zorzoliu
BRONISLAW WILDSTEIN;bronislaw wildstein
BARBARA ABEL;barbara abel
ALEXANDRU D. LAZAR;alexandru d lazar
BRENDON BURCHARD;brendon burchard
DAVID BENTLEY HART;david bentley hart
JULIA GALEF;julia galef
S. N. GOENKA;s n goenka
CARLOS FERNANDEZ LIRIA;carlos fernandez liria
ANDREI CIOBANU;andrei ciobanu
EDWARD WELCH;edward welch
CRISTIAN STAMATOIU;cristian stamatoiu
MARINELA LUNGU;marinela lungu
LUCIA GIUSTINI;lucia giustini
EMMANUEL CARRERE;emmanuel carrere
DANIELA KOHN;daniela kohn
PIERRE GRIMAL;pierre grimal
EUGEN POSA;eugen posa
SERGE SCHALL;serge schall
ALEXANDRU BUDAC;alexandru budac
MONICA RAMIREZ;monica ramirez
RUDY ROTH;rudy roth
ANDREAS H. SCHMACHTL;andreas h schmachtl
PAUL A. CRAIG;paul a craig
SY MONTGOMERY;sy montgomery
ROBERT MAFTEI;robert maftei
DENISA DURAN;denisa duran
MATHE EVA;mathe eva
JEANETTE WINTERSON;jeanette winterson
DUMITRU BELDEAN;dumitru beldean
IULIA CRUT;iulia crut
EMMA MIHAESCU;emma mihaescu
VEIT ETZOLD;veit etzold
MAX DIREKTOR;max direktor
JAN PATOCKA;jan patocka
POG OLIVIER;pog olivier
OTAKAR SEVCIK;otakar sevcik
ANDREEA IONESCU;andreea ionescu
NATHANIEL HAWTHORNE;nathaniel hawthorne
CHRISTOPHER K. GERMER;christopher k germer
MARIUS NEGOITA;marius negoita
NICOLAS GRIMALDI;nicolas grimaldi
DIANA-CRISTINA BODI;dianacristina bodi
ADRIANA TEODORESCU;adriana teodorescu
REBECCA GILPIN;rebecca gilpin
RICHARD LLOYD PARRY;richard lloyd parry
FRANCESCO FAGNANI;francesco fagnani
UNGER DAVID;unger david
BEN RAWLENCE;ben rawlence
EDITH WHARTON;edith wharton
PAUL TANICUI;paul tanicui
VINCZE ESZTER;vincze eszter
JULIA QUINN;julia quinn
SHUSAKU ENDO;shusaku endo
TEODOR V. STEFANELLI;teodor v stefanelli
PASI SAHLBERG;pasi sahlberg
IRIS MURDOCH;iris murdoch
LUMINITA MIHOC;luminita mihoc
RAZVAN VENTURA;razvan ventura
ALEXANDRU ZAMFIR;alexandru zamfir
DANIEL CITIRIGA;daniel citiriga
ILINCA TRANULIS;ilinca tranulis
WALTER M. MILLER, JR;walter m miller jr
MANFRED NEUHOLD;manfred neuhold
ALEXANDRU SUMSKI;alexandru sumski
LEONID DOBICIN;leonid dobicin
IRINA V. BOCA;irina v boca
CALINA PARAU;calina parau
SAM WEDELICH;sam wedelich
ANNA ERELLE;anna erelle
MASSIMO CARLOTTO;massimo carlotto
ANASTASIA GAVRILOVICI;anastasia gavrilovici
PAUL DEUSSEN;paul deussen
ZECHARIA SITCHIN;zecharia sitchin
MIOARA TEODORESCU-TRAILA;mioara teodorescutraila
GULIELM SORBAN;gulielm sorban
I.S. TURGHENIEV;is turgheniev
DAVID HERBERT LAWRENCE;david herbert lawrence
DALINA BADESCU;dalina badescu
MARIANNE DUBUC;marianne dubuc
DANIELLE TRUSSONI;danielle trussoni
GERALD MURNANE;gerald murnane
DIANA TLERR;diana tlerr
JOE BALLARINI;joe ballarini
KATHLEEN GRISSOM;kathleen grissom
VASILE MAIEREAN DAN DULCIU;vasile maierean dan dulciu
CIPRIAN COC;ciprian coc
MARIAN PANA;marian pana
LOREDANA STANCA-DINU;loredana stancadinu
JACQUES REGARD;jacques regard
RAINA TELGEMEIER;raina telgemeier
CELLA ILIE;cella ilie
FLORIN RADU;florin radu
FLOREA BURTAN;florea burtan
MARIA ANDRONIE;maria andronie
SALAH NAOURA;salah naoura
MARIA PILCHIN;maria pilchin
EMILIA ENACHE;emilia enache
JULIE LARDON;julie lardon
IOSIF ENASOARE;iosif enasoare
GABRIEL-CATALIN BUTOI-PUT;gabrielcatalin butoiput
MARGARITA MORRIS;margarita morris
ALESSANDRO GATTI;alessandro gatti
IOANA SONEA;ioana sonea
JOSE LUÍS RODRIGUEZ GARCIA;jose luis rodriguez garcia
RADU TEAMPAU;radu teampau
MARK STILLE;mark stille
MARA ONEL;mara onel
STEFANA CHELSAU;stefana chelsau
SILVIU HODIS;silviu hodis
AARON AHUVIA;aaron ahuvia
LYNNE KELLY;lynne kelly
CHRIS WHITAKER;chris whitaker
MARY PAT KELLY;mary pat kelly
MICHAEL E. GERBER;michael e gerber
ELAINE LOBL KONIGSBURG;elaine lobl konigsburg
PERCIVAL EVERETT;percival everett
DAISY KENDRICK;daisy kendrick
ERIK HANSEN;erik hansen
RENE GIRARD;rene girard
LILIANA MOLDOVAN;liliana moldovan
JONATHAN HAIDT;jonathan haidt
LIVIU CAPSA;liviu capsa
OPRAH WINFREY;oprah winfrey
TERRI BLACKSTOCK;terri blackstock
BARIS MUSTERCAPLIOGLU;baris mustercaplioglu
DYANA PISLARU;dyana pislaru
T.V. MURAVIEVA;tv muravieva
SHANE O'MARA;shane omara
FLORIN MARINESCU;florin marinescu
PEYTON CURLEY;peyton curley
CORNELIU SENCHEA;corneliu senchea
ROBERT ANTHONY;robert anthony
SUE BENTLEY;sue bentley
SABRINA J. KIRSCHNER;sabrina j kirschner
MIOARA KETTY GUIU;mioara ketty guiu
VIRGINIA SATIR;virginia satir
SUSANNA ISERN;susanna isern
GHEORGHE ERIZANU;gheorghe erizanu
CAROLINE PIGOZZI;caroline pigozzi
PAUL DORU MUGUR;paul doru mugur
SIR ARTHUR CONAN DOYLE;sir arthur conan doyle
CHRISTINA DODD;christina dodd
DANNY STEELE;danny steele
EVA PATTIS ZOJA;eva pattis zoja
DIANA DIMA;diana dima
CARMEN DANIELA TAMAS;carmen daniela tamas
VALERIE LAMOUR;valerie lamour
ILINSKI STEPHANE;ilinski stephane
MARIUS CONKAN;marius conkan
LIANA COZEA;liana cozea
SABRINA CHEVANNES;sabrina chevannes
DANA POP;dana pop
JINNY S. DITZLER;jinny s ditzler
SANDRA NEWMAN;sandra newman
MARIAN POP;marian pop
RUTH SOUKUP;ruth soukup
GHERON IOSIF ISIHASTUL;gheron iosif isihastul
PILLEY BIANCHI;pilley bianchi
IRINA POP;irina pop
LINDSEY HUGHES;lindsey hughes
STEFAN STARETU;stefan staretu
MARGARETA PASLARU;margareta paslaru
LINA LAURENT;lina laurent
CATALIN ROJISTEANU;catalin rojisteanu
IOAN COSMUTA;ioan cosmuta
DORA ALINA ROMANESCU;dora alina romanescu
VLADIMIR COLIN;vladimir colin
T.A. BARRON;ta barron
HARRIET LERNER;harriet lerner
PHIL BEADLE;phil beadle
PHILIPPE MAGERE;philippe magere
JACQUES POULIN;jacques poulin
JONATHAN ISRAEL;jonathan israel
KAREN HOMER;karen homer
TOM KNOX;tom knox
ROXANA BELIBOU;roxana belibou
CASSIE HOLMES;cassie holmes
MIRCEA BRAGA;mircea braga
DANA CRISTIANA MAIER;dana cristiana maier
DORINA STOICA;dorina stoica
MATEI FLORIAN;matei florian
CATHERINE MILLET;catherine millet
ALEX PITIGOI;alex pitigoi
KEVIN HORSLEY;kevin horsley
KISS CSABA;kiss csaba
SFANTUL AUGUSTIN;sfantul augustin
AMRATRA;amratra
NIKOLAI ALEXANDROVICI ROMANOV;nikolai alexandrovici romanov
MIRUNA DRAGHICI;miruna draghici
EUGEN LOVINESCU;eugen lovinescu
J.P. MONNINGER;jp monninger
MICHEL PASTOUREAU;michel pastoureau
ROMEO KOMARONI;romeo komaroni
BODHIPAKSA;bodhipaksa
PETER FRANKOPAN;peter frankopan
IONUT CROITORU;ionut croitoru
KAY BARNHAM;kay barnham
DAVID LAWS;david laws
A. ALBIN;a albin
PETRA HULOVA;petra hulova
ANDY SZEKELY;andy szekely
CRISTINA ISPAS;cristina ispas
CORNELIU ROBERT SIRGHEA;corneliu robert sirghea
DAVID SHEFF;david sheff
ITAMAR RABINOVICH;itamar rabinovich
DAVID BLIXT;david blixt
DOMENICO STARNONE;domenico starnone
SARA KUBURIC;sara kuburic
ANDREEA CORSEI;andreea corsei
MUSATA BOCOS;musata bocos
PAUL BOOM;paul boom
ROBERT STARLING;robert starling
BRYAN HUBBARD;bryan hubbard
SUADA AGACHI;suada agachi
STEFAN COSTACHE;stefan costache
FIONA BARTON;fiona barton
JEFF VANDERMEER;jeff vandermeer
HELEN FIELDING;helen fielding
SERGE BRUSSOLO;serge brussolo
MANUEL VINCENT;manuel vincent
JEAN LOUIS VULLIERME;jean louis vullierme
PETRU DEREVENCO;petru derevenco
CAMELIA SAPOIU;camelia sapoiu
J.W. VON GOETHE;jw von goethe
DANIEL BOTGROS;daniel botgros
CAROLIN WAHL;carolin wahl
CORNELIUS DRAGAN;cornelius dragan
ROBERT E. HOWARD;robert e howard
MARIUS FLOREA;marius florea
ANNIE GERMAIN;annie germain
DANIEL PUIA-DUMITRESCU;daniel puiadumitrescu
RALUCA MIHAILA;raluca mihaila
RAMONA ATENA CUC;ramona atena cuc
NICOLAE TURCAN;nicolae turcan
GELU UNGUREANU;gelu ungureanu
ALESSANDRO ROBECCHI;alessandro robecchi
MARIANA CONSTANTINESCU;mariana constantinescu
CONSTANTIN C. GOMBOS;constantin c gombos
FLORIAN BECKERHOFF;florian beckerhoff
MICHAEL ATAVAR;michael atavar
MURIEL AUGRY;muriel augry
IOAN BIG;ioan big
DAN BALANESCU;dan balanescu
ANTONIO ZADRA;antonio zadra
REBECCA GUGGER;rebecca gugger
CRACIUNESCU CRISTIANA MIHAELA;craciunescu cristiana mihaela
OVION;ovion
DOMENICO CASELLI;domenico caselli
JENNIFER L. SCOTT;jennifer l scott
ION IANOSI;ion ianosi
DERREN BROWN;derren brown
MICHAEL HAUSKELLER;michael hauskeller
PENNY FRANK;penny frank
MARIUS TELEA;marius telea
IONEL BUSE;ionel buse
CLAUDIU SOARE;claudiu soare
IGOR STRAVINSKI;igor stravinski
LUCA PITU;luca pitu
J.P. SEARS;jp sears
OANA SIMONA CARAMAN-HUDEA;oana simona caramanhudea
JULIA CAMERON;julia cameron
DALTON TRUMBO;dalton trumbo
QIN XUEWU;qin xuewu
SIM. FL. MARIAN;sim fl marian
EDMUND HARRISS;edmund harriss
L.A. CAMPBELL;la campbell
STEPHEN MARCHESI;stephen marchesi
ADRIANA PREDOIU;adriana predoiu
PAULA CIFUENTES;paula cifuentes
GHEORGHE CLIVETI;gheorghe cliveti
GENEVIEVE ROUSSEAU;genevieve rousseau
JULIANA SCHMEMANN;juliana schmemann
DANIEL PISCU;daniel piscu
TEO CABEL;teo cabel
MIRA VAINAS;mira vainas
VIORICA IACOB;viorica iacob
BEN MACHELL;ben machell
DEFNE SUMAN;defne suman
EMILY GUNNIS;emily gunnis
CAMILLE DEANGELLIS;camille deangellis
JULIA KATHARINA WEBER;julia katharina weber
ANGELA HUNT;angela hunt
ERIK D. GOODWYN;erik d goodwyn
GESHE RABTEN;geshe rabten
REBECCA JAMES;rebecca james
CONSTANTIN P. POPESCU;constantin p popescu
MARIANNA KOROMILA;marianna koromila
REMUS RIMBU;remus rimbu
CASSANDRA ASHELY;cassandra ashely
B. ALAN WALLACE;b alan wallace
JORGE CHAM;jorge cham
DALE CARNEGIE TRAINING;dale carnegie training
RAJA SELVAM;raja selvam
ERIC GREITENS;eric greitens
DIANA MOTOC;diana motoc
LINA AREKLEW;lina areklew
ROB COLSON;rob colson
GHEORGHE NISTOR;gheorghe nistor
CARMEN PALAGHIA;carmen palaghia
DAN-GABRIEL SIMBOTIN;dangabriel simbotin
Z. ST-GOANGA;z stgoanga
AUREL BULACU;aurel bulacu
VALERIU CAPCELEA;valeriu capcelea
NEDRA GLOVER TAWWAB;nedra glover tawwab
VASILE POPA HOMICEANU;vasile popa homiceanu
MARA RUSEL;mara rusel
MARINA NIVEN;marina niven
ANAMARIA SMIGELSCHI;anamaria smigelschi
PIERRE LYRAUD;pierre lyraud
CLEMENCE MICHALLON;clemence michallon
RAYMOND CARVER;raymond carver
S.R. FORMAC;sr formac
H. RIDER HAGGARD;h rider haggard
ALEX HIGYED;alex higyed
ANNE CIVARDI;anne civardi
GABRIELA SCHUSTER;gabriela schuster
CHAN KOONCHUNG;chan koonchung
MARA EREMIA;mara eremia
DAVID DAMROSCH;david damrosch
RALUCA BRANCOMIR;raluca brancomir
SHARON STREGER;sharon streger
LEONARD COHEN;leonard cohen
BARTOLOMEO CAMPAGNOLI;bartolomeo campagnoli
JEFFERY DEAVER;jeffery deaver
OTILIA JURA;otilia jura
VITALIE FILIP;vitalie filip
ANDREI PUICA;andrei puica
SIMONA GHITA;simona ghita
ERICA REID;erica reid
JAKOB WEGELIUS;jakob wegelius
MIRCEA PRICAJAN;mircea pricajan
LIVIA STEFAN;livia stefan
CORNELIU TARBA;corneliu tarba
PRISCILA SHIRER;priscila shirer
MONICA PILLAT;monica pillat
PIERRE MENAT;pierre menat
SABIN V. DRAGOI;sabin v dragoi
NICK CRUMPTON;nick crumpton
JANELLE BROWN;janelle brown
VALERIU BUTULESCU;valeriu butulescu
SARAH FARR;sarah farr
ROB HOBSON;rob hobson
MARINA ALMASAN;marina almasan
JOANNA GOODMAN;joanna goodman
RAYMOND A. MOODY;raymond a moody
MARIA STEPANOVA;maria stepanova
RATKAI TÍMEA;ratkai timea
LAVINIA BALULESCU;lavinia balulescu
PETER GRAY;peter gray
CRAIG T. BOUCHARD;craig t bouchard
STANLEY I. GREENSPAN;stanley i greenspan
TISH RABE;tish rabe
PAULA HAWKINS;paula hawkins
OANA DAU-GASPAR;oana daugaspar
ANTJE BOHNSTEDT;antje bohnstedt
ANCA CIOBOTARU;anca ciobotaru
PHYLLIS ROSE;phyllis rose
SORIN RADU;sorin radu
MARIA CASSIAN SPIRIDON;maria cassian spiridon
KATHLEEN DOWLING SINGH;kathleen dowling singh
ALEXANDRU MARINESCU;alexandru marinescu
CONSTANTA MATUSESCU;constanta matusescu
DANIELA MOTIU;daniela motiu
GONCALO M. TAVARES;goncalo m tavares
IOAN ANTOCI;ioan antoci
BERT HELLINGER;bert hellinger
MELVIN MORSE;melvin morse
PETER SINGER;peter singer
J.P. DELANEY;jp delaney
ROY BAUMEISTER;roy baumeister
IRINA FORGACIU;irina forgaciu
CLAUDE PONTI;claude ponti
HORIA GHIBUTIU;horia ghibutiu
HERMAN RAMONA IULIA;herman ramona iulia
FRED BUSCH;fred busch
