Publisher;Publisher_Std
CORPORATE VALUES SZERVEZETFEJLESZTÉ;corporate values szervezetfejleszte
MTA Nyelvtudományi Intézet;mta nyelvtudomanyi intezet
Nyelvtudományi Kutatóközpont;nyelvtudomanyi kutatokozpont
Sawasawa Kiadó;sawasawa kiado
GERHARDUS KIADÓ;gerhardus kiado
Albert Flórián Sportalapítvány;albert florian sportalapitvany
Petőfi Irodalmi Múzeum;petofi irodalmi muzeum
Míves Céh;mives ceh
Áron Kiadó;aron kiado
MTA - Történettudomány Intézet;mta  tortenettudomany intezet
IR-MA Szamizdat Kiadó;irma szamizdat kiado
Magyar Nemzeti Filmarchívum - DVD;magyar nemzeti filmarchivum  dvd
Agroinform Kiadó;agroinform kiado
Aranyszarvas Kiadó;aranyszarvas kiado
TIT Kossuth Klub Egyesület;tit kossuth klub egyesulet
Inomi Könyvkiadó;inomi konyvkiado
Paradigma;paradigma
BaraBOOK Kiadó Kft.;barabook kiado kft
Fővárosi Pedagógiai Intézet;fovarosi pedagogiai intezet
Ratius Kiadó Kft.;ratius kiado kft
MÉDIA-M.;mediam
Signum Kids;signum kids
Arany Forrás Kiadó;arany forras kiado
Művelődés Kiadó;muvelodes kiado
Gulág- és Gupvikutatók Nemzetközi;gulag es gupvikutatok nemzetkozi
Alpar 9 Kft.;alpar 9 kft
FTC Kereskedelmi Kft.;ftc kereskedelmi kft
Ella Steel és Társa Bt;ella steel es tarsa bt
Makláry Artworks;maklary artworks
LKG KIADÓ TANÁCSADÓ BT.;lkg kiado tanacsado bt
Pro Philosophia;pro philosophia
Bencés Kiadó;bences kiado
Gyulai Memorial Kft.;gyulai memorial kft
PéterPál Kiadó;peterpal kiado
Száz Magyar Falu Könyvesháza;szaz magyar falu konyveshaza
Magyar Ház;magyar haz
Magyar Vöröskereszt Zala Megyei Sze;magyar voroskereszt zala megyei sze
Pillangó Kiadó;pillango kiado
Eök!k;eokk
Queenbooks Kiadó;queenbooks kiado
SZÁNTÓ CSABA;szanto csaba
Vámbéry Polgári Társulás;vambery polgari tarsulas
Hubitrade Bt.;hubitrade bt
Gömör-Kishonti Múzeum Egyesület;gomorkishonti muzeum egyesulet
Ifj. Gróf Andrássy Gyula Alapítvány;ifj grof andrassy gyula alapitvany
ALPHAPRESS KFT.;alphapress kft
SZENT MAURÍCIUSZ MONOSTOR;szent mauriciusz monostor
VÁRKAPITÁNYSÁG NONPROFIT KFT;varkapitanysag nonprofit kft
EditioPrinceps Kiadó;editioprinceps kiado
Márvány könyv & képeslap Kiadó;marvany konyv  kepeslap kiado
Szépművészeti Múzeum;szepmuveszeti muzeum
Militaria Hungarica;militaria hungarica
Europrint Könyvkiadó;europrint konyvkiado
FROKK;frokk
NEM SENECA KÖNYVESBOLT. STEINE;nem seneca konyvesbolt steine
PRO FONTE KFT;pro fonte kft
Szlovákiai Magyar Írók Társasága;szlovakiai magyar irok tarsasaga
ÁLLAMBIZTONSÁGI SZOLG. TÖRT. LEV.;allambiztonsagi szolg tort lev
Mediam;mediam
Alterra Kiadó;alterra kiado
RETÖRKI;retorki
X-Treme Kiadó Bt.;xtreme kiado bt
COO-PR Kft.;coopr kft
RASTAFARI BT.;rastafari bt
Mentofaktúra Kiadó;mentofaktura kiado
KJK-Kerszöv;kjkkerszov
L'Harmattan - Líceum;lharmattan  liceum
Regalianus Bt.;regalianus bt
Múlt és Jövő Lap- és Könyvkiadó;mult es jovo lap es konyvkiado
Balatonfüredi Városért Közalapítv.;balatonfuredi varosert kozalapitv
Bölcselet Egyesület;bolcselet egyesulet
Eszti-téka;esztiteka
Shambhala Magyarország Egyesület;shambhala magyarorszag egyesulet
Négy International Kft.;negy international kft
Odjajka Kiadó;odjajka kiado
Presco Group;presco group
GarWind Bt.;garwind bt
Hetedik Kiadó;hetedik kiado
Komet Verlag;komet verlag
Cédrus Művészeti Alapítvány;cedrus muveszeti alapitvany
Kókusz Klub Kft.;kokusz klub kft
National Geographic Society;national geographic society
People Team Millennium Kft.;people team millennium kft
TT Play Kiadó;tt play kiado
TÖRTÉNELMI HAGYOMÁYNÖ.ÉS HADIS;tortenelmi hagyomaynoes hadis
WZ Könyvek;wz konyvek
Pannon Lapok Társasága;pannon lapok tarsasaga
Sétatér Kulturális Egyesület;setater kulturalis egyesulet
Domonkos Rendtörténeti Gyűjtemény;domonkos rendtorteneti gyujtemeny
TITOKFEJTŐ KÖNYVKIADÓ KFT.;titokfejto konyvkiado kft
Gina Grafika Kft.;gina grafika kft
Zimber Könyvek;zimber konyvek
Kárpát-medence Intézet;karpatmedence intezet
Baranya Megyei Levéltár;baranya megyei leveltar
EDIZIONI LOZZI ROMA SAS;edizioni lozzi roma sas
DecoArt;decoart
Első Magyar Feng Shui Centrum;elso magyar feng shui centrum
Titán Computer Kft.;titan computer kft
Longman;longman
MultiArt Productions Kft.;multiart productions kft
Soliann Bt.;soliann bt
V&R kiadó;vr kiado
Mandorla Ház Kft.;mandorla haz kft
DrPrezi Tanácsadó Kft.;drprezi tanacsado kft
Brandcontrol Kft.;brandcontrol kft
Limcsi Kiadó és Forgalmazó Kft.;limcsi kiado es forgalmazo kft
Imprimatur Kiadó;imprimatur kiado
Artmagazin Kft.;artmagazin kft
TypiART Médiaműhely Kft.;typiart mediamuhely kft
Polár Egyesület;polar egyesulet
Stil Nuovo Bt.;stil nuovo bt
Quintix Magyarország Kft.;quintix magyarorszag kft
Bába és Társai Kiadó;baba es tarsai kiado
Formatív Kiadó;formativ kiado
Tettye Média Bt.;tettye media bt
Educatio Oktatáskutató Intézet;educatio oktataskutato intezet
Russica Pannonicana;russica pannonicana
Aposztoliki Diakonia-Mo-i Ex.;aposztoliki diakoniamoi ex
Magyar Filmintézet;magyar filmintezet
SZÉPIRODALMI FIGYELŐ ALAPÍTVÁNY;szepirodalmi figyelo alapitvany
Holnap Kulturális Egyesület;holnap kulturalis egyesulet
Bölcs.tud. - Nemzeti Emlékezet Biz.;bolcstud  nemzeti emlekezet biz
Europe Village Kft.;europe village kft
Ezermester 2000 Kft.;ezermester 2000 kft
B L NONPROFIT KFT.;b l nonprofit kft
Bálint Cecilia e.v.;balint cecilia ev
Alinea Kiadó - K&K;alinea kiado  kk
Magyar Országos Levéltár;magyar orszagos leveltar
Pro Press Egyesület;pro press egyesulet
Óház Könyvkiadó;ohaz konyvkiado
Sacar Kft.;sacar kft
edition nove;edition nove
Norien-Clamatel Film Kft.;norienclamatel film kft
Hermész Média Kft.;hermesz media kft
Littera Nova Kiadó;littera nova kiado
PRO NOVUM KFT;pro novum kft
Bakonybéli Szent Mauríciusz Monosto;bakonybeli szent mauriciusz monosto
Perla-Press Bt;perlapress bt
PARNASSZUS KIADÓ;parnasszus kiado
Stiftung Gralsbotschaft Kiadó;stiftung gralsbotschaft kiado
SPORTMIX KFT.;sportmix kft
Pécsi Püspöki Hittudományi Főiskola;pecsi puspoki hittudomanyi foiskola
Infogen Bt.;infogen bt
Player Media Kft.;player media kft
Anehoo;anehoo
Arany Griff Rend Egyesület;arany griff rend egyesulet
Biokultúra Hungária Ökológiai;biokultura hungaria okologiai
Erdei Turisztikai Tanácsadó és Szol;erdei turisztikai tanacsado es szol
Alibi Kiadói Kft.;alibi kiadoi kft
Videoton Holding Zrt.;videoton holding zrt
Beck and Partners Tanácsadó és Szol;beck and partners tanacsado es szol
Dr. Kotász Könyvkiadó;dr kotasz konyvkiado
József Attila Kulturális és Szociális Alapítvány;jozsef attila kulturalis es szocialis alapitvany
Miskolci Bölcsész Egyesület;miskolci bolcsesz egyesulet
Nemzeti Kisebbségkutató Intézet;nemzeti kisebbsegkutato intezet
Factory Creative Studio;factory creative studio
KOLOZSVÁRI EGYETEMI KIADÓ;kolozsvari egyetemi kiado
Szépíró Kiadó;szepiro kiado
Írók Alapítványa;irok alapitvanya
AngolSuli nyelviskola és könyvkiadó;angolsuli nyelviskola es konyvkiado
Casteloart Ltd;casteloart ltd
Reader's Digest Association;readers digest association
Mezőgazdasági Szaktudás Kiadó;mezogazdasagi szaktudas kiado
GPS Expert Kft.;gps expert kft
Hitel;hitel
HTSART KIADÓ ÉS NYOMDA;htsart kiado es nyomda
Hauszmann Alapítvány;hauszmann alapitvany
Kölyökkönyv Kft.;kolyokkonyv kft
MAGYARORSZÁG BARÁTAI ALAPÍTVÁNY;magyarorszag baratai alapitvany
Mediarey Hungary Services KFT.;mediarey hungary services kft
Pioneers Media Production;pioneers media production
Intermix International Holding;intermix international holding
Kapitális Nyomdaipari Kft.;kapitalis nyomdaipari kft
Trianon Kutatóintézet;trianon kutatointezet
Médiacom Kiadó;mediacom kiado
Kesphoto Szolgáltató Kft.;kesphoto szolgaltato kft
Nógrádi Falvak Tudás-központ Egyesü;nogradi falvak tudaskozpont egyesu
Aranymagenta Kft.;aranymagenta kft
MINIMAX RT.;minimax rt
GEOPRESS ZRT.;geopress zrt
Top-Hill Bt.;tophill bt
A Magyar Nyelvter.-ről Szárm. Zsidó;a magyar nyelvterrol szarm zsido
INKVIZÍTOR KÖNYVKIADÓ;inkvizitor konyvkiado
Nagy Imre Alapítvány;nagy imre alapitvany
Móricz Zsigmond Kulturális Egyesüle;moricz zsigmond kulturalis egyesule
Házmester '98 Kft.;hazmester 98 kft
Mozgáskorlátozottak Egyes. Or. Szö.;mozgaskorlatozottak egyes or szo
Papageno Consulting Kft.;papageno consulting kft
Bétel Kiadó;betel kiado
Buddhista Vipassana Alapítvány;buddhista vipassana alapitvany
BM Music School;bm music school
Veszprémi Petofi Színház;veszpremi petofi szinhaz
Treking Kft.;treking kft
NKE Szolgáltató Kft.;nke szolgaltato kft
Könyvműhely.hu;konyvmuhelyhu
Aqua PR Fordító és Szolgáltató Kft.;aqua pr fordito es szolgaltato kft
Új Világ Kiadó;uj vilag kiado
HOLDON KIADÓ;holdon kiado
Unikornis Kiadó;unikornis kiado
PREMIER PRESS KIADÓ;premier press kiado
Magyar Irodalomtörténeti Társaság;magyar irodalomtorteneti tarsasag
Quintus Kiadó;quintus kiado
Komáromi Zsidó Hitközség;komaromi zsido hitkozseg
Dokusoft;dokusoft
TÁRSADALOMKUTATÁSI INFORMATIKAI EGY;tarsadalomkutatasi informatikai egy
Családi Nevelésért Alapítvány Közha;csaladi nevelesert alapitvany kozha
HATRA MAG Kft.;hatra mag kft
ABG Rent Kft.;abg rent kft
Sportalkímia Kft.;sportalkimia kft
Heted7Világ Kiadó;heted7vilag kiado
Kieselbach Galéria Keresk. Kft.;kieselbach galeria keresk kft
PROSPERO KÖNYVEI KFT.;prospero konyvei kft
Tipp-Cult Kft.;tippcult kft
Média Connection Kft.;media connection kft
Frike Comics Kft.;frike comics kft
Le Monde Diplomatique Magyar Kiadás;le monde diplomatique magyar kiadas
Wesley János Lelkészképzo Foiskola;wesley janos lelkeszkepzo foiskola
MTA Etnikai-Nemzeti Kisebbségkut. I;mta etnikainemzeti kisebbsegkut i
Monarchia Numizmatikai Bt;monarchia numizmatikai bt
Református Zsinati Iroda;reformatus zsinati iroda
Döntéshozók Akadémiája Kft.;donteshozok akademiaja kft
Ekvilibrium Kft.;ekvilibrium kft
Magellán Kiadó;magellan kiado
Easycomplex Hungary Bt.;easycomplex hungary bt
Atyha Bt. Budapest;atyha bt budapest
Simonchicz Incze Kulturális Egyesül;simonchicz incze kulturalis egyesul
DCG BT;dcg bt
Cambridge University Press;cambridge university press
Pándus Bt.;pandus bt
Molnár Kiadó;molnar kiado
Ludwig Múzeum;ludwig muzeum
Heiling Média Kiadó;heiling media kiado
Új Művészet Alapítvány;uj muveszet alapitvany
Dr. Szabadi Bt.;dr szabadi bt
Passage Kiadó;passage kiado
OXI-2007 Kft.;oxi2007 kft
Regélõ múlt;regelo mult
Motiware Hungary;motiware hungary
Music City;music city
Historia;historia
UISZ Alapítvány;uisz alapitvany
Eleven Books;eleven books
AnTonCom Infokommunikációs Kft.;antoncom infokommunikacios kft
RHINO BOOKS;rhino books
Simon József;simon jozsef
Schöck ArtPrint Kft.;schock artprint kft
Bk Aeon Kft.;bk aeon kft
Magyar Műhely;magyar muhely
Tevan Alapítvány;tevan alapitvany
Presa Universitară Clujeană;presa universitara clujeana
Betone Media Zrt.;betone media zrt
Két Egér Könyvek;ket eger konyvek
LAMA Production;lama production
FIX-THERM KFT.;fixtherm kft
Anser Társaság;anser tarsasag
AMFIPRESSZ BT.;amfipressz bt
Kossuth Múzeum;kossuth muzeum
KFG Kiadó;kfg kiado
Nemzeti Sport;nemzeti sport
METEM;metem
Székely Nemzeti Múzeum;szekely nemzeti muzeum
Holnap Magazin Kiadó;holnap magazin kiado
Oxford University Press;oxford university press
Magyar ILCO szövetség;magyar ilco szovetseg
LSI Oktatóközpont;lsi oktatokozpont
Magyar és Társa Kft.;magyar es tarsa kft
Harthmedia Kft.;harthmedia kft
DIMENZIÓ Egészségpénztár;dimenzio egeszsegpenztar
GENIUS;genius
Studio Art & Sound Bt.;studio art  sound bt
PressCon Kiadó Kft.;presscon kiado kft
CSAK DESIGN KÖR EGYESÜLET;csak design kor egyesulet
F&F International Kiadó;ff international kiado
SZABÓ GYÖRGYI;szabo gyorgyi
Melania Kiadó;melania kiado
CS. VÁCZI SAROLTA MAGÁN KIADÁSA;cs vaczi sarolta magan kiadasa
Magyar Sakkvilág;magyar sakkvilag
Symphonic Concert Management Kft.;symphonic concert management kft
Médiavilág Kft.;mediavilag kft
Herz Armatura Hungária Kft.;herz armatura hungaria kft
Cigány Kulturális és Közművelődési;cigany kulturalis es kozmuvelodesi
Holokauszt Emlékközpont;holokauszt emlekkozpont
Typografika Kft.;typografika kft
ART NETWORKS KFT.;art networks kft
Oander;oander
Holocaust Dokumentációs Központ és;holocaust dokumentacios kozpont es
Ukrán Kultúra Alapítvány;ukran kultura alapitvany
Kláris Kiadó;klaris kiado
Zöldkörök Műhely;zoldkorok muhely
Nimfea Természetvédelmi Egyesület;nimfea termeszetvedelmi egyesulet
AS PLAN KFT.;as plan kft
Nemzetközi Magyarságtud-i Társaság;nemzetkozi magyarsagtudi tarsasag
Cunami Kiadó;cunami kiado
Petit Real;petit real
NAGYVILÁG ALAPITVÁNY;nagyvilag alapitvany
Golden Book Kiadó;golden book kiado
Hadimúzeum Alapítvány;hadimuzeum alapitvany
RENDI MÁRIA;rendi maria
Áldás Kiadó;aldas kiado
Filagóra Könyvkiadó;filagora konyvkiado
Reintegratio Alapítvány;reintegratio alapitvany
Lomart Bt.;lomart bt
Ordo Equestris;ordo equestris
Trio Produkció Kiadó;trio produkcio kiado
Jonathan Miller Kft.;jonathan miller kft
Tiszatáji Alapítvány;tiszataji alapitvany
PALIMPSZESZT KULT.ALAPÍTVÁNY;palimpszeszt kultalapitvany
Légzéssel a Lélekért Alapítvány;legzessel a lelekert alapitvany
Kör-Te Egyesület;korte egyesulet
Crossborder Film Kft.;crossborder film kft
Farkas Lőrinc Imre Kiadó;farkas lorinc imre kiado
Suliker- Filum Kiadó;suliker filum kiado
Mátyás-templom gondnoksága;matyastemplom gondnoksaga
Magyar Egyháztörténeti Encikl. Munk;magyar egyhaztorteneti encikl munk
Varghson Kft.;varghson kft
KULCS A MUZSIKÁHOZ KFT;kulcs a muzsikahoz kft
CENZÚRA KÖNYVEK;cenzura konyvek
Muvelodés Szerkesztosége;muvelodes szerkesztosege
Valek 666 Kft.;valek 666 kft
Laguna Studio;laguna studio
Ab Art Kiadó;ab art kiado
Proprint Kiadó;proprint kiado
Vörös István Produkció;voros istvan produkcio
Agon Bt.;agon bt
Expogeo Kiadó;expogeo kiado
Novum Verlag;novum verlag
SIPOS & CO.;sipos  co
Didakt Kft.;didakt kft
Érdi Rózsa Nyomda;erdi rozsa nyomda
Karinthy Kiadó;karinthy kiado
Pécs Története Alapítvány;pecs tortenete alapitvany
Nemzeti Jogvédő Alapítvány;nemzeti jogvedo alapitvany
Várad Kulturális Folyóirat;varad kulturalis folyoirat
Kolozsvári Művelődés Egyesület;kolozsvari muvelodes egyesulet
Aeternitas Irodalmi Műhely;aeternitas irodalmi muhely
Press Publica Kiadó;press publica kiado
Criticai Lapok;criticai lapok
Szófia;szofia
Maklary Artworks Kft.;maklary artworks kft
Semmelweis Kiadó és Média Kft.;semmelweis kiado es media kft
Nyom6 Kiadó;nyom6 kiado
Artemisz és Hesztia Kiadó;artemisz es hesztia kiado
Jeló Kft.;jelo kft
Programmagazin Kiadó;programmagazin kiado
Porta Historica Kiadó;porta historica kiado
Kárpát-medencei Tehetséggondozó;karpatmedencei tehetseggondozo
Alba Könyvkiadó;alba konyvkiado
Polar Könyvek;polar konyvek
TINÓDI LANTOS SEBESTYÉN;tinodi lantos sebestyen
Garbo Kiadó;garbo kiado
Diamond Books;diamond books
M-SPORT KIADÓ;msport kiado
Németh Consulting Kft.;nemeth consulting kft
Variant-Média Kft.;variantmedia kft
Magyar Sakkpartner Kiadó;magyar sakkpartner kiado
KILBERTUS KÖNYV ÉS TÉRKÉPKIADÓ;kilbertus konyv es terkepkiado
Wexy-Nova Kft.;wexynova kft
OPUS;opus
Stilianos Kft.;stilianos kft
Hagyományok háza;hagyomanyok haza
Ímea Kiadó;imea kiado
BUDAPESTI CORVINUS EGYETEM;budapesti corvinus egyetem
Napló Lapkiadó Kft.;naplo lapkiado kft
PÉCSVÁRADI VÁRBARÁTI KÖR;pecsvaradi varbarati kor
Nipponeria Kft.;nipponeria kft
STUDIUM KIADÁSA;studium kiadasa
SZENT ADALBERT ALAPÍTVÁNY;szent adalbert alapitvany
Magyar Kurír-Ecclesia;magyar kurirecclesia
BlueCyg.;bluecyg
Mandiner Books;mandiner books
Pöltl Jánosné;poltl janosne
Főkönyvguru Zrt.;fokonyvguru zrt
Belvedere;belvedere
Horváth Imre magánkiadása;horvath imre magankiadasa
Nemzeti Kultúráért Alapítvány;nemzeti kulturaert alapitvany
A.U.V. 2000 KIADÓ;auv 2000 kiado
Fényharmat Kiadó;fenyharmat kiado
Realisk Kft;realisk kft
Óbuda-Békásmegyer Önkormányzata;obudabekasmegyer onkormanyzata
MTA Műv.Tört.Kutatóintézet;mta muvtortkutatointezet
Univerzális Élet;univerzalis elet
HARCSI KFT.;harcsi kft
Búvópatak Alapítvány;buvopatak alapitvany
Verlag Dashofer;verlag dashofer
Novadat Kiadó;novadat kiado
Makkabi;makkabi
Print Café Könyvkiadó;print cafe konyvkiado
Könyvpont Kiadó;konyvpont kiado
MCBOOKS PRESS;mcbooks press
Heltai Gáspár Kft.;heltai gaspar kft
Dudás Gyula Múzeum Baráti Köre;dudas gyula muzeum barati kore
Piarista Rend Magyar Tartománya;piarista rend magyar tartomanya
Abrakadabra;abrakadabra
OSZK-MMA Kiadó;oszkmma kiado
Históriaantik Könyvesház Kiadó;historiaantik konyveshaz kiado
Martin Op. Kiad.-Budapesti Tör. Múz;martin op kiadbudapesti tor muz
Pen-Dent Bt.;pendent bt
Magyar Nemzeti Levéltár;magyar nemzeti leveltar
Jezsuita Kiadó - FFJA;jezsuita kiado  ffja
Viktória Könyvkiadó. Rochy és Tsa B;viktoria konyvkiado rochy es tsa b
PROFESSIONAL PUBLISHING HUNGARY KFT;professional publishing hungary kft
Mediarey Hungary Services Zrt.;mediarey hungary services zrt
Kéthly Anna Kulturális Egyesület;kethly anna kulturalis egyesulet
K+F STÚDIÓ KFT.;kf studio kft
Lililibri Kft.;lililibri kft
Melinda Kft.;melinda kft
GMR Reklámügynökség;gmr reklamugynokseg
Retro Média Kft.;retro media kft
Glán Kiadó;glan kiado
SZONDI MIKLÓS;szondi miklos
Média General Kulturális Kft;media general kulturalis kft
Toefl Bt.;toefl bt
WJLF;wjlf
Camelot Kiadó;camelot kiado
Kreatéka Kiadó;kreateka kiado
Bolt Kft.;bolt kft
BAKSA-SOÓS ATTILA;baksasoos attila
MÁTYÁS JULIANNA;matyas julianna
ALMA;alma
Bába Kiadó;baba kiado
BIP - OSIRIS;bip  osiris
Örökkévalóság Kft.;orokkevalosag kft
Bölcs.tud. Kutatókp.-Nemzeti Emléke;bolcstud kutatokpnemzeti emleke
Raoul Wallenber Egyesület;raoul wallenber egyesulet
Joung Millionaire;joung millionaire
Lukács Zoltán Gábor e.v.;lukacs zoltan gabor ev
Pactum Könyvkiadó;pactum konyvkiado
Bessenyei Kft.;bessenyei kft
Prezident Kiadó;prezident kiado
Cecília Kiadó;cecilia kiado
Fuchs G Art Kft.;fuchs g art kft
Kemény Ferenc Nemzetközi Alapítvány;kemeny ferenc nemzetkozi alapitvany
OCULAR SOFT KFT.;ocular soft kft
Növényvarázs Bt.;novenyvarazs bt
PERFEKT GAZD.TANÁCSADÓ;perfekt gazdtanacsado
INTERMIX H. KFT.;intermix h kft
Zárolt KÖRMENDI GALÉRIA;zarolt kormendi galeria
VERBUM;verbum
Lukács Archívum;lukacs archivum
Profitklinika;profitklinika
Mayavi 3.0 Kft.;mayavi 30 kft
Nézőpontok Kiadó és Ker.Kft.;nezopontok kiado es kerkft
CANADA-TRANSATLANTIC;canadatransatlantic
MAGYAROK NAGYASSZONYA FERENCES;magyarok nagyasszonya ferences
Stádium Könyvkiadó;stadium konyvkiado
Aranyhal Könyvkiadó;aranyhal konyvkiado
Kultúr-Kör;kulturkor
Regélő Múlt Polgári Társulás;regelo mult polgari tarsulas
Mikro-M;mikrom
COMBI CALLANETICS KFT.;combi callanetics kft
Magyar Nyelv- és Kult. N. T.;magyar nyelv es kult n t
Újhold Könyvkiadó;ujhold konyvkiado
JÖVŐNK AZ ÚJ ÉVEZRED EURÓPÁJA ALAP.;jovonk az uj evezred europaja alap
KLETT MELÓ-DIÁK BT.;klett melodiak bt
HIT Gyülekezete;hit gyulekezete
Lánchíd Kiadó;lanchid kiado
Bóly Város Önkormányzata;boly varos onkormanyzata
COMPLEX SYSTEMS SOLUTIONS;complex systems solutions
Phoenix Polgári Társulás;phoenix polgari tarsulas
Csemadok Művelődési Intézete;csemadok muvelodesi intezete
Pozsonyi Kifli Polgári Társulás;pozsonyi kifli polgari tarsulas
Veszprémi Humán Tudom. Alap.;veszpremi human tudom alap
LAPCOM ZRT;lapcom zrt
Oikosz Alapítvány;oikosz alapitvany
SHL Hungary Kft.;shl hungary kft
LUSZIL Kft.;luszil kft
Livermore Kft.;livermore kft
Bliss Soulhealth Kft.;bliss soulhealth kft
Pragma-Pro Kft.;pragmapro kft
Tipp Cult Kft.;tipp cult kft
Sorsközpont Kft.;sorskozpont kft
Magyar A Magyarért Alapítvány;magyar a magyarert alapitvany
Pelikán Kiadó;pelikan kiado
LSD Hungary Kft.;lsd hungary kft
Pán Kiadó;pan kiado
Janus Pannonius Múzeum Baranya M. I;janus pannonius muzeum baranya m i
PRINT ON DEMAND KFT;print on demand kft
Szubjektív Értékek Alapítvány;szubjektiv ertekek alapitvany
Infopoly Alapítvány;infopoly alapitvany
Irodalmi Rádió;irodalmi radio
MUNDUS NOVUS KFT.;mundus novus kft
TAX Revolutions Kft.;tax revolutions kft
MÁGUS KIADÓ;magus kiado
KATICA KÖNYVKIADÓ KFT.;katica konyvkiado kft
Stalker Stúdió;stalker studio
Regun Press Kft.;regun press kft
Önkonet;onkonet
C.E.T. Belvárosi Könyvkiadó;cet belvarosi konyvkiado
PRESSURE VESSEL HANDBOOK;pressure vessel handbook
Trikolor Könyvkiadó Kft.;trikolor konyvkiado kft
Pauz-Westermann Könyvkiadó Kft;pauzwestermann konyvkiado kft
Tioti;tioti
Antikvárium Balatonkenese;antikvarium balatonkenese
Novum Publishing Gmbh;novum publishing gmbh
Agóra Kft.;agora kft
Egy Emberibb Világért KHA;egy emberibb vilagert kha
Vertika Alkalmazás-szolgáltató Kft.;vertika alkalmazasszolgaltato kft
MTA Szociológiai Kutató Intézet;mta szociologiai kutato intezet
Start Rehabilitációs Vállalat;start rehabilitacios vallalat
Syllabux Könyvkiadó;syllabux konyvkiado
zár PÉCSI TUDOMÁNYEGYETEM;zar pecsi tudomanyegyetem
Vári-Terv Kft.;variterv kft
Theatron;theatron
Erdély Történeti Alapítvány;erdely torteneti alapitvany
FÓRUM PRESS KFT;forum press kft
Generatív Tanácsadó Iroda;generativ tanacsado iroda
A4C Marketing Kft;a4c marketing kft
CCG;ccg
NEB - Nemzeti Emlékezet Bizottságán;neb  nemzeti emlekezet bizottsagan
2=1 Házas Misszió;21 hazas misszio
YaraSa Books;yarasa books
SZÍNHÁZ-ÉS FILMMŰVÉSZETI EGYETEM;szinhazes filmmuveszeti egyetem
Tom-Tom Records;tomtom records
MeseRóka Kiadó;meseroka kiado
HGS Kiadó;hgs kiado
Membrán Kft.;membran kft
B-BABEL KULT. KER. SZOLG. BT.;bbabel kult ker szolg bt
enkiadom.hu;enkiadomhu
Budapesti Városvédő Egyesület;budapesti varosvedo egyesulet
Sport-Háló Kiadó;sporthalo kiado
Popart Reklámügynökség Kft.;popart reklamugynokseg kft
Gladiole Könyvesház;gladiole konyveshaz
ANTRIOS KFT.;antrios kft
Folpress Kft;folpress kft
Dotkom Média Bt.;dotkom media bt
LKD;lkd
Patrióta Kiadó;patriota kiado
T3 Kiadó;t3 kiado
KALEIDOSZKÓP-MOZAIK BT;kaleidoszkopmozaik bt
CLE International;cle international
Intermark Kft.;intermark kft
Ethosz;ethosz
ANDREW E. STEVENS;andrew e stevens
Agapeanum Kiadó;agapeanum kiado
Magyar PEN Club;magyar pen club
MAGYAR ÍRÓK EGYESÜLETE;magyar irok egyesulete
RedaktorSport;redaktorsport
TEVAN KIADÓ KFT.;tevan kiado kft
Munkaügyi Akadémia Bt.;munkaugyi akademia bt
Népi Hiedelmek Múzeuma;nepi hiedelmek muzeuma
Zrínyi Kiadó - HM Zrínyi Nonprofit;zrinyi kiado  hm zrinyi nonprofit
Erdélyi Híradó Kiadó;erdelyi hirado kiado
Hibernia Kft.;hibernia kft
HakosIdeas Bt.;hakosideas bt
Csemadok Dunaszerdahelyi Ter. Válas;csemadok dunaszerdahelyi ter valas
Occident Media;occident media
Biarritz Kft;biarritz kft
R. Média Kft.;r media kft
Papp Béla Alapítvány;papp bela alapitvany
Nagy Háború Kutatásért Köszhasznú;nagy haboru kutatasert koszhasznu
Perjés Péter producer;perjes peter producer
Bookman;bookman
STRATEGOS KKT.;strategos kkt
Gradus ad Parnassum;gradus ad parnassum
ÚJ SPIRIT KIADÓ;uj spirit kiado
Correct Kft.;correct kft
Benda Foto;benda foto
Keresőguru Kft.;keresoguru kft
Dudenverlag;dudenverlag
Ziel Tankönyvkiadó;ziel tankonyvkiado
SanGrey Biztosításkutató Kft.;sangrey biztositaskutato kft
MIND KFT;mind kft
Bookmarket Kft.;bookmarket kft
Visa Kft;visa kft
Humán Műhely Bt.;human muhely bt
NAGYKÖZSÉGI KÖNYVTÁR;nagykozsegi konyvtar
Pompeji Alapítvány;pompeji alapitvany
Bastei-Budapest;basteibudapest
Napkelet Bölcseleti Iskola;napkelet bolcseleti iskola
UROMEDIC KIADÓ;uromedic kiado
HTSART - Ú.M.K.;htsart  umk
Pro Educatio Kiadó;pro educatio kiado
Magyar Írók Könyvműhely;magyar irok konyvmuhely
Spirodalmi Kiadó;spirodalmi kiado
Bridge Mission Society;bridge mission society
GL-4 Kft.;gl4 kft
Egyetemi Kiadó;egyetemi kiado
Magyar Eszperantó Szövetség;magyar eszperanto szovetseg
Nagy Lajos Kiadó;nagy lajos kiado
CASABLANCA;casablanca
Hanga Kiadó;hanga kiado
Arkadas Könyvkiadó;arkadas konyvkiado
Közdok Kft.;kozdok kft
CSOKONAI KIADÓ KFT.(KELET LORD;csokonai kiado kftkelet lord
KECSKEMÉTI ISTVÁN ÉS TSA BT;kecskemeti istvan es tsa bt
VIKTÓRIA KÖNYVKIADÓ;viktoria konyvkiado
4S Kiadói Kft.;4s kiadoi kft
Primula Kiadó;primula kiado
KÜLDÖTT KFT.;kuldott kft
