ID;Title;Title_Std;Author;Author_Std;Price;Reviews;Score;Genre1;Genre1_Std;Genre2;Genre2_Std;Genre3;Genre3_Std;Genre4;Genre4_Std;Number_Of_Pages;Publisher;Publisher_Std;Cover_Type;Cover_Type_Std;Publishing_Date;Language;Language_Std;Translator
B4345;miniLÜK. Mathestation 2 - Aufgaben im Zahlenraum bis 100;miniluk mathestation 2  aufgaben im zahlenraum bis 100;;;36.0;0.0;0.0;Lernhilfen, Abiturwissen;lernhilfen abiturwissen;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3894142464;isbn 3894142464;N/A;német;nemet;N/A
B4350;Die Nibelungen. 2 CDs;die nibelungen 2 cds;Köhlmeier, Michael;kohlmeier michael;78.0;14.0;5.0;Märchen und Sagen;marchen und sagen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3938482265;isbn 3938482265;N/A;német;nemet;N/A
B4359;Heilpflanzenkunde 1/3 - Der Mensch und die Heilpflanzen;heilpflanzenkunde 13  der mensch und die heilpflanzen;Pelikan, Wilhelm;pelikan wilhelm;301.0;14.0;5.0;Anthroposophie;anthroposophie;Esoterik, Anthroposophie;esoterik anthroposophie;Sachbuch, Ratgeber;sachbuch ratgeber;Deutsche Bücher;deutsche bucher;;;;ISBN: 3723510663;isbn 3723510663;N/A;német;nemet;N/A
B4370;Poesie für Kinder. 3./4. Schuljahr. Gedichte und Sprachspiele - Kopiervorlagen mit ausführlichen Erarbeitungen;poesie fur kinder 34 schuljahr gedichte und sprachspiele  kopiervorlagen mit ausfuhrlichen erarbeitungen;Rehm, Angelika - Rehm, Dieter;rehm angelika  rehm dieter;161.0;14.0;5.0;Schulbücher;schulbucher;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 361914110X;isbn 361914110x;N/A;német;nemet;N/A
B4375;Basteln, Malen und Spielen zur Bibel 1;basteln malen und spielen zur bibel 1;Marquardt, Christel - Schnizer, Andrea;marquardt christel  schnizer andrea;63.0;14.0;5.0;Kreativität;kreativitat;Kinderbeschäftigung;kinderbeschaftigung;Kinder- und Jugendbücher;kinder und jugendbucher;Deutsche Bücher;deutsche bucher;;;;ISBN: 392010496X;isbn 392010496x;N/A;német;nemet;N/A
B4376;Basteln, Malen und Spielen zur Bibel 4;basteln malen und spielen zur bibel 4;Marquardt, Christel - Schnizer, Andrea;marquardt christel  schnizer andrea;63.0;0.0;0.0;Kreativität;kreativitat;Kinderbeschäftigung;kinderbeschaftigung;Kinder- und Jugendbücher;kinder und jugendbucher;Deutsche Bücher;deutsche bucher;;;;ISBN: 3920104994;isbn 3920104994;N/A;német;nemet;N/A
B4384;Szia! Neu. 2 Audio-CDs zum Schülerbuch - Ungarisch für Anfänger;szia neu 2 audiocds zum schulerbuch  ungarisch fur anfanger;Seidler, Andrea - Szajbely, Gizella;seidler andrea  szajbely gizella;186.0;0.0;0.0;VHS, Erwachsenenbildung;vhs erwachsenenbildung;Schule und Lernen, Schulbücher;schule und lernen schulbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3125285038;isbn 3125285038;N/A;magyar, német;magyar nemet;N/A
B4385;Der Frieden. CD + DVD - Eine Komödie. Nach Aristophanes;der frieden cd  dvd  eine komodie nach aristophanes;Hacks, Peter;hacks peter;183.0;14.0;5.0;Lyrik, Dramatik, Essays;lyrik dramatik essays;Belletristik;belletristik;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3934012205;isbn 3934012205;N/A;német;nemet;N/A
B4386;Wassermusik. 4 CDs;wassermusik 4 cds;Boyle, Tom Coraghessan;boyle tom coraghessan;105.0;14.0;5.0;Erzählungen;erzahlungen;Romane;romane;Belletristik;belletristik;Hörbücher;horbucher;;;;ISBN: 3899405161;isbn 3899405161;N/A;német;nemet;N/A
B5023;Erklär mir, Liebe - Gedichte 1948 bis 1957;erklar mir liebe  gedichte 1948 bis 1957;Bachmann, Ingeborg;bachmann ingeborg;78.0;14.0;5.0;Lyrik, Dramatik, Essays;lyrik dramatik essays;Belletristik;belletristik;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3867172927;isbn 3867172927;N/A;német;nemet;N/A
B5025;Planetino 1. 2 Audio-CDs;planetino 1 2 audiocds;Büttner, Siegfried - Kopp, Gabriele - Alberti, Josef;buttner siegfried  kopp gabriele  alberti josef;194.0;0.0;0.0;Schoolbooks, Adult Education;schoolbooks adult education;School and Learning;school and learning;Audio books;audio books;Idegen nyelvű;idegen nyelvu;;;;ISBN: 319331577X;isbn 319331577x;N/A;angol;angol;N/A
B5041;Freiberg Tharandter Wald und Umgebung 1 :35 000. Wander- und Radwanderkarte - Ausflüge zwischen Freital, Großschirma, Oederan, Großhartmannsdorf, Frauenstein und Dippoldiswalde;freiberg tharandter wald und umgebung 1 35 000 wander und radwanderkarte  ausfluge zwischen freital groschirma oederan grohartmannsdorf frauenstein und dippoldiswalde;;;38.0;0.0;0.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3895911216;isbn 3895911216;N/A;német;nemet;N/A
B5179;Walsrode, KVplan, Wanderkarte/Stadtplan/Radkarte, 1:25.000 / 1:10.000 - Stadtplan mit Freizeitkarte inkl. Rad- und Wanderwegen;walsrode kvplan wanderkartestadtplanradkarte 125000  110000  stadtplan mit freizeitkarte inkl rad und wanderwegen;;;22.0;1.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3896413694;isbn 3896413694;N/A;német;nemet;N/A
B5190;LÜK Lesen 2. Klasse;luk lesen 2 klasse;;;36.0;0.0;0.0;Lernhilfen, Abiturwissen;lernhilfen abiturwissen;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 389414856X;isbn 389414856x;N/A;német;nemet;N/A
B5346;So weit die Kraft des Herzens reicht - Geleitete Meditationen von Ayya Khema;so weit die kraft des herzens reicht  geleitete meditationen von ayya khema;Khema, Ayya;khema ayya;52.0;0.0;0.0;Entspannung, Yoga, Meditation;entspannung yoga meditation;Gesundheit, Körperpflege;gesundheit korperpflege;Sachbuch, Ratgeber;sachbuch ratgeber;Hörbücher;horbucher;;;;ISBN: 3931274365;isbn 3931274365;N/A;német;nemet;N/A
B5359;Englisch in der Grundschule. 4. Schuljahr;englisch in der grundschule 4 schuljahr;Lassert, Ursula;lassert ursula;131.0;1.0;5.0;Unterrichtsmat., Lehrer;unterrichtsmat lehrer;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;53;;;ISBN: 3834423769;isbn 3834423769;N/A;német, angol;nemet angol;N/A
B5364;Blitzrechnen 3 - Basiskurs Arithmetik;blitzrechnen 3  basiskurs arithmetik;;;180.0;0.0;0.0;Schulbücher;schulbucher;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 312200903X;isbn 312200903x;N/A;német;nemet;N/A
B5369;Karibu 1/2 CD;karibu 12 cd;;;126.0;1.0;5.0;Schulbücher;schulbucher;Schule und Lernen, Schulbücher;schule und lernen schulbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3141209065;isbn 3141209065;N/A;német;nemet;N/A
B5395;Musik 2. Klasse. CD;musik 2 klasse cd;Kuhlmann, Dagmar;kuhlmann dagmar;115.0;1.0;5.0;Unterrichtsmat., Lehrer;unterrichtsmat lehrer;Schule und Lernen, Schulbücher;schule und lernen schulbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3834439274;isbn 3834439274;N/A;német;nemet;N/A
B5396;Das Lächeln der Fortuna - Waringham Trilogie 1;das lacheln der fortuna  waringham trilogie 1;Gable, Rebecca;gable rebecca;79.0;1.0;5.0;Erzählungen;erzahlungen;Romane;romane;Belletristik;belletristik;Hörbücher;horbucher;;;;ISBN: 3785714297;isbn 3785714297;N/A;német;nemet;N/A
B5398;Psychologie des Geldes - Geführte Meditationen und Übungen;psychologie des geldes  gefuhrte meditationen und ubungen;Dahlke, Rüdiger;dahlke rudiger;78.0;0.0;0.0;Entspannung, Yoga, Meditation;entspannung yoga meditation;Gesundheit, Körperpflege;gesundheit korperpflege;Sachbuch, Ratgeber;sachbuch ratgeber;Hörbücher;horbucher;;;;ISBN: 3784441890;isbn 3784441890;N/A;német;nemet;N/A
B5413;New Inside Out Advanced. Audio-CDs - Advanced / 3 Audio-CDs;new inside out advanced audiocds  advanced  3 audiocds;;;259.0;0.0;0.0;Schoolbooks, Adult Education;schoolbooks adult education;School and Learning;school and learning;Audio books;audio books;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3195929708;isbn 3195929708;N/A;angol;angol;N/A
B5425;Unendlicher Spaß;unendlicher spa;Wallace, David Foster;wallace david foster;104.0;1.0;5.0;Erzählungen;erzahlungen;Romane;romane;Belletristik;belletristik;Hörbücher;horbucher;;;;ISBN: 3867175861;isbn 3867175861;N/A;német;nemet;N/A
B5458;Geheimnis im Möwenweg. 2 CDs;geheimnis im mowenweg 2 cds;Boie, Kirsten;boie kirsten;68.0;0.0;0.0;Jugendromane u. -erzählungen;jugendromane u erzahlungen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3833725389;isbn 3833725389;N/A;német;nemet;N/A
B5512;Rose Hip Rose 1;rose hip rose 1;Fujisawa, Toru;fujisawa toru;34.0;1.0;5.0;Humor, Cartoons und Comics;humor cartoons und comics;Belletristik;belletristik;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 377046656X;isbn 377046656x;N/A;német;nemet;N/A
B5532;Élmény, történet - A történetek élménye;elmeny tortenet  a tortenetek elmenye;Vincze Orsolya;vincze orsolya;27.0;1.0;5.0;Szociálpszichológia, társas kapcsolatok;szocialpszichologia tarsas kapcsolatok;Pszichológia;pszichologia;Társadalomtudomány;tarsadalomtudomany;Könyv;konyv;250;Új Mandátum Könyvkiadó;uj mandatum konyvkiado;ISBN: 9789639609839;isbn 9789639609839;2008;magyar;magyar;N/A
B5593;Poechali! / Let's go! CD - Russkij jazyk dlja vzroslych. Cast 2. Tom 1. Bazovyj kurs. Audioprilozenie / Russian language for adults. Part 2. Volume 1.Audio Supplement;poechali  lets go cd  russkij jazyk dlja vzroslych cast 2 tom 1 bazovyj kurs audioprilozenie  russian language for adults part 2 volume 1audio supplement;Cernysov, S. I. - Cernysova, A. V.;cernysov s i  cernysova a v;83.0;1.0;5.0;Schoolbooks, Adult Education;schoolbooks adult education;School and Learning;school and learning;Orosz hangoskönyvek;orosz hangoskonyvek;Idegen nyelvű;idegen nyelvu;;;;ISBN: 5865474391;isbn 5865474391;N/A;orosz, angol;orosz angol;N/A
B5603;DAV Alpenvereinskarte 34/2 Kitzbüheler Alpen Ost 1 : 50 000 Wegmarkierungen - Topographische Karte;dav alpenvereinskarte 342 kitzbuheler alpen ost 1  50 000 wegmarkierungen  topographische karte;;;56.0;0.0;0.0;Europa;europa;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3928777475;isbn 3928777475;N/A;német;nemet;N/A
B5605;DAV Alpenvereinskarte 05/3 Karwendelgebirge Ost 1 : 25 000 - Topographische Karte;dav alpenvereinskarte 053 karwendelgebirge ost 1  25 000  topographische karte;;;56.0;0.0;0.0;Europa;europa;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3928777092;isbn 3928777092;N/A;német;nemet;N/A
B5695;Popular Collection 1;popular collection 1;Himmer, Arturo;himmer arturo;103.0;11.0;4.5;Musik;musik;Geisteswissenschaften, Kunst, Musik;geisteswissenschaften kunst musik;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3868490167;isbn 3868490167;N/A;német;nemet;N/A
B5704;Nándor - Három kisregény;nandor  harom kisregeny;Szirmai S. Károly;szirmai s karoly;28.0;0.0;0.0;Kortárs;kortars;Elbeszélések, novellák;elbeszelesek novellak;Magyar irodalom;magyar irodalom;Próza;proza;288;;;ISBN: 9789639824669;isbn 9789639824669;N/A;magyar;magyar;N/A
B5789;Nándor - Három kisregény;nandor  harom kisregeny;Szirmai S. Károly;szirmai s karoly;28.0;0.0;0.0;Kortárs;kortars;Elbeszélések, novellák;elbeszelesek novellak;Magyar irodalom;magyar irodalom;Próza;proza;288;;;ISBN: 9789639824669;isbn 9789639824669;N/A;magyar;magyar;N/A
B5825;DAV Alpenvereinskarte 45/2 Niedere Tauern 2. 1 : 50 000 Wegmarkierung - Östliche Radstädter- und westliche Schladminger Tauern;dav alpenvereinskarte 452 niedere tauern 2 1  50 000 wegmarkierung  ostliche radstadter und westliche schladminger tauern;;;56.0;0.0;0.0;Europa;europa;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3928777815;isbn 3928777815;N/A;német;nemet;N/A
B5847;Red Line 5. Workbook mit Audio-CD und Lernsoftware;red line 5 workbook mit audiocd und lernsoftware;;;98.0;0.0;0.0;German Schoolbooks;german schoolbooks;School and Learning;school and learning;English books;english books;Idegen nyelvű;idegen nyelvu;88;;;ISBN: 3125812550;isbn 3125812550;N/A;angol;angol;N/A
B5863;Orange Line. Schülerbuch Teil 6 (6. Lernjahr) Erweiterungskurs;orange line schulerbuch teil 6 6 lernjahr erweiterungskurs;;;166.0;11.0;4.5;Schulbücher;schulbucher;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3125476615;isbn 3125476615;N/A;német, angol;nemet angol;N/A
B5876;DAV Alpenvereinskarte 45/2 Niedere Tauern 2. 1 : 50 000 Wegmarkierung - Östliche Radstädter- und westliche Schladminger Tauern;dav alpenvereinskarte 452 niedere tauern 2 1  50 000 wegmarkierung  ostliche radstadter und westliche schladminger tauern;;;56.0;0.0;0.0;Europa;europa;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3928777815;isbn 3928777815;N/A;német;nemet;N/A
B5900;Red Line 5. Workbook mit Audio-CD und Lernsoftware;red line 5 workbook mit audiocd und lernsoftware;;;98.0;11.0;4.5;German Schoolbooks;german schoolbooks;School and Learning;school and learning;English books;english books;Idegen nyelvű;idegen nyelvu;88;;;ISBN: 3125812550;isbn 3125812550;N/A;angol;angol;N/A
B5917;Orange Line. Schülerbuch Teil 6 (6. Lernjahr) Erweiterungskurs;orange line schulerbuch teil 6 6 lernjahr erweiterungskurs;;;166.0;0.0;0.0;Schulbücher;schulbucher;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3125476615;isbn 3125476615;N/A;német, angol;nemet angol;N/A
B5980;DAV Alpenvereinskarte 45/2 Niedere Tauern 2. 1 : 50 000 Wegmarkierung - Östliche Radstädter- und westliche Schladminger Tauern;dav alpenvereinskarte 452 niedere tauern 2 1  50 000 wegmarkierung  ostliche radstadter und westliche schladminger tauern;;;56.0;11.0;4.5;Europa;europa;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3928777815;isbn 3928777815;N/A;német;nemet;N/A
B6022;Leide nicht - liebe. 2 CD's - Über die Liebe zur Liebe ohne Objekt;leide nicht  liebe 2 cds  uber die liebe zur liebe ohne objekt;Ablass, Werner;ablass werner;85.0;0.0;0.0;Esoterik;esoterik;Esoterik, Anthroposophie;esoterik anthroposophie;Sachbuch, Ratgeber;sachbuch ratgeber;Hörbücher;horbucher;;;;ISBN: 3930243407;isbn 3930243407;N/A;német;nemet;N/A
B6030;Eine kurze Weltgeschichte für junge Leser: Von den Anfängen bis zum Mittelalter;eine kurze weltgeschichte fur junge leser von den anfangen bis zum mittelalter;Gombrich, Ernst H.;gombrich ernst h;104.0;0.0;0.0;Geschichte, Politik;geschichte politik;Sachbücher;sachbucher;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;;;;ISBN: 3866100981;isbn 3866100981;N/A;német;nemet;N/A
B6031;Vinum Mysterium. 4 CDs;vinum mysterium 4 cds;Henn, Carsten Sebastian;henn carsten sebastian;104.0;5.0;5.0;Kriminalromane;kriminalromane;Belletristik;belletristik;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3897054582;isbn 3897054582;N/A;német;nemet;N/A
B6036;Der Untertan. 5 CDs;der untertan 5 cds;Mann, Heinrich;mann heinrich;157.0;5.0;5.0;Erzählungen;erzahlungen;Romane;romane;Belletristik;belletristik;Hörbücher;horbucher;;;;ISBN: 3899409124;isbn 3899409124;N/A;német;nemet;N/A
B6040;miniLÜK. English Goes Primary 1 - English Goes Primary 1: Englisch in der Grundschule;miniluk english goes primary 1  english goes primary 1 englisch in der grundschule;;;36.0;0.0;0.0;Learning Aids;learning aids;School and Learning;school and learning;English books;english books;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3894144629;isbn 3894144629;N/A;angol;angol;N/A
B6051;miniLÜK. Rechnen lernen mit der Maus 1 - Vorschule/1. Klasse - Mathematik - Einfaches Zählen und Rechnen für Vorschulkinder;miniluk rechnen lernen mit der maus 1  vorschule1 klasse  mathematik  einfaches zahlen und rechnen fur vorschulkinder;;;36.0;0.0;0.0;Lernhilfen, Abiturwissen;lernhilfen abiturwissen;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3894143487;isbn 3894143487;N/A;német;nemet;N/A
B6057;LÜK. Mathekurs 3. Klasse;luk mathekurs 3 klasse;Müller, Heiner;muller heiner;36.0;5.0;5.0;Lernhilfen, Abiturwissen;lernhilfen abiturwissen;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3894145773;isbn 3894145773;N/A;német;nemet;N/A
B6058;LÜK. Mathekurs Einmaleins 2. Klasse;luk mathekurs einmaleins 2 klasse;Müller, Heiner;muller heiner;36.0;0.0;0.0;Lernhilfen, Abiturwissen;lernhilfen abiturwissen;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 389414579X;isbn 389414579x;N/A;német;nemet;N/A
B6073;Bayern 3. Schwaben. Handbuch der Deutschen Kunstdenkmäler;bayern 3 schwaben handbuch der deutschen kunstdenkmaler;Dehio, Georg;dehio georg;305.0;0.0;0.0;Kunstgeschichte;kunstgeschichte;Kunst;kunst;Geisteswissenschaften, Kunst, Musik;geisteswissenschaften kunst musik;Deutsche Bücher;deutsche bucher;1232;;;ISBN: 3422031162;isbn 3422031162;N/A;német;nemet;N/A
